block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,14,
2,function,mul,15,27,
3,imaginary,block_3_imag,28,31,
4,function,div,32,39,
5,imaginary,block_5_imag,40,43,
6,function,sub,44,49,
7,imaginary,block_7_imag,50,53,
8,function,add,54,59,
9,imaginary,block_9_imag,60,64,
10,function,mod,65,68,
11,imaginary,block_11_imag,69,72,
12,function,max,73,75,
13,imaginary,block_13_imag,76,79,
14,function,min,80,82,
15,imaginary,block_15_imag,83,88,
16,function,average,89,92,
17,imaginary,block_17_imag,93,97,
18,function,unhandledsend_unchk2,98,100,98
19,imaginary,block_19_imag,101,101,
20,function,bug_unchk43,102,106,102
21,imaginary,block_21_imag,107,107,
22,function,my_func_uncheck48,108,110,108
23,imaginary,block_23_imag,111,111,
24,function,withdrawBal_unchk17,112,114,112
25,imaginary,block_25_imag,115,115,
26,function,callnotchecked_unchk37,116,118,116
27,imaginary,block_27_imag,119,119,
28,function,bug_unchk3,120,121,120
29,function,bug_unchk31,122,126,
30,imaginary,block_30_imag,127,129,128
31,function,withdrawLeftOver_unchk45,130,133,
32,imaginary,block_32_imag,134,141,140
33,function,withdrawLeftOver_unchk9,142,145,
34,imaginary,block_34_imag,146,149,
35,function,callnotchecked_unchk25,150,152,150
36,imaginary,block_36_imag,153,153,
37,function,bug_unchk19,154,158,154
38,imaginary,block_38_imag,159,159,
39,function,unhandledsend_unchk26,160,162,160
40,function,callnotchecked_unchk13,163,165,
41,imaginary,block_41_imag,166,173,
42,function,my_func_unchk47,174,176,174
43,imaginary,block_43_imag,177,178,
44,function,transfer,179,203,
45,imaginary,block_45_imag,204,207,204
46,function,sendToWinner_unchk20,208,212,
47,imaginary,block_47_imag,213,213,
48,function,transfer,214,239,
49,imaginary,block_49_imag,240,243,240
50,function,sendToWinner_unchk32,244,248,
51,imaginary,block_51_imag,249,249,
52,function,balanceOf,250,252,
53,function,unhandledsend_unchk38,253,255,253
54,imaginary,block_54_imag,256,262,
55,function,cash_unchk22,263,267,263
56,imaginary,block_56_imag,268,274,
57,function,cash_unchk46,275,279,275
58,imaginary,block_58_imag,280,288,
59,function,my_func_uncheck12,289,291,289
60,imaginary,block_60_imag,292,292,
61,function,my_func_unchk11,293,295,293
62,imaginary,block_62_imag,296,296,
63,function,callnotchecked_unchk1,297,299,297
64,imaginary,block_64_imag,300,304,
65,function,withdrawBal_unchk41,305,307,305
66,imaginary,block_66_imag,308,309,
67,function,bug_unchk42,310,317,310
68,imaginary,block_68_imag,318,324,
69,function,UncheckedExternalCall_unchk4,325,333,325
70,imaginary,block_70_imag,334,335,
71,function,changeOwner,336,339,
72,function,bug_unchk7,340,344,340
73,imaginary,block_73_imag,345,346,
74,function,pauseContract,347,349,
75,function,my_func_unchk23,350,352,350
76,imaginary,block_76_imag,353,353,
77,function,resumeContract,354,356,
78,function,unhandledsend_unchk14,357,359,357
79,imaginary,block_79_imag,360,360,
80,function,is_contract_paused,361,363,
81,function,bug_unchk30,364,371,364
82,imaginary,block_82_imag,372,373,
83,function,lock,374,376,
84,imaginary,block_84_imag,377,380,377
85,function,sendToWinner_unchk8,381,385,
86,imaginary,block_86_imag,386,386,
87,function,unlock,387,389,
88,function,bug_unchk39,390,391,390
89,imaginary,block_89_imag,392,392,
90,function,am_I_locked,393,395,
91,function,my_func_uncheck36,396,398,396
92,imaginary,block_92_imag,399,400,
93,function,function_at_401,401,401,
94,function,my_func_unchk35,402,404,402
95,imaginary,block_95_imag,405,406,
96,function,getETH,407,409,
97,imaginary,block_97_imag,410,413,410
98,function,sendToWinner_unchk44,414,418,
99,imaginary,block_99_imag,419,428,
100,function,transfer,429,431,
101,function,UncheckedExternalCall_unchk40,432,440,432
102,imaginary,block_102_imag,441,441,
103,function,transfer,442,444,
104,imaginary,block_104_imag,445,446,445
105,function,withdrawLeftOver_unchk33,447,450,
106,imaginary,block_106_imag,451,454,
107,function,transferAnyERC20Token,455,457,
108,function,bug_unchk27,458,459,458
109,imaginary,block_109_imag,460,460,
