block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,18,
2,function,mul,19,22,
3,imaginary,block_3_imag,23,26,
4,function,div,27,30,
5,imaginary,block_5_imag,31,34,
6,function,sub,35,38,
7,imaginary,block_7_imag,39,42,
8,function,add,43,46,
9,imaginary,block_9_imag,47,51,
10,function,callnotchecked_unchk1,52,54,52
11,imaginary,block_11_imag,55,55,
12,function,withdrawBal_unchk41,56,58,56
13,imaginary,block_13_imag,59,59,
14,function,bug_unchk42,60,67,60
15,imaginary,block_15_imag,68,68,
16,function,unhandledsend_unchk2,69,71,69
17,imaginary,block_17_imag,72,72,
18,function,bug_unchk43,73,77,73
19,imaginary,block_19_imag,78,78,
20,function,my_func_uncheck48,79,81,79
21,imaginary,block_21_imag,82,82,
22,function,UncheckedExternalCall_unchk40,83,91,83
23,imaginary,block_23_imag,92,94,93
24,function,withdrawLeftOver_unchk33,95,98,
25,imaginary,block_25_imag,99,103,
26,function,bug_unchk15,104,105,104
27,imaginary,block_27_imag,106,106,
28,function,bug_unchk27,107,108,107
29,imaginary,block_29_imag,109,117,
30,function,withdrawBal_unchk17,118,120,118
31,imaginary,block_31_imag,121,133,
32,function,transferOwnership,134,138,
33,function,callnotchecked_unchk37,139,141,139
34,imaginary,block_34_imag,142,148,
35,function,UncheckedExternalCall_unchk28,149,157,149
36,imaginary,block_36_imag,158,158,
37,function,cash_unchk34,159,163,159
38,imaginary,block_38_imag,164,167,166
39,function,withdrawLeftOver_unchk21,168,171,
40,imaginary,block_40_imag,172,172,
41,function,cash_unchk10,173,177,173
42,imaginary,block_42_imag,178,178,
43,function,my_func_unchk47,179,181,179
44,imaginary,block_44_imag,182,182,
45,function,cash_unchk22,183,187,183
46,imaginary,block_46_imag,188,189,
47,function,my_func_uncheck12,190,192,190
48,imaginary,block_48_imag,193,194,
49,function,my_func_unchk11,195,197,195
50,imaginary,block_50_imag,198,211,
51,function,bug_unchk3,212,213,212
52,imaginary,block_52_imag,214,214,
53,function,totalSupply,215,217,
54,imaginary,block_54_imag,218,219,218
55,function,withdrawLeftOver_unchk9,220,223,
56,imaginary,block_56_imag,224,224,
57,function,updateXPLPerEther,225,228,
58,function,callnotchecked_unchk25,229,231,229
59,imaginary,block_59_imag,232,232,
60,function,switchCrowdsale,233,235,
61,function,bug_unchk19,236,240,236
62,imaginary,block_62_imag,241,241,
63,function,getBonus,242,255,
64,function,unhandledsend_unchk26,256,258,256
65,imaginary,block_65_imag,259,259,
66,function,function_at_260,260,267,
67,imaginary,block_67_imag,268,271,268
68,function,sendToWinner_unchk20,272,276,
69,imaginary,block_69_imag,277,277,
70,function,distribute,278,280,
71,imaginary,block_71_imag,281,284,281
72,function,sendToWinner_unchk32,285,289,
73,imaginary,block_73_imag,290,290,
74,function,distributeWithAmount,291,294,
75,function,unhandledsend_unchk38,295,297,295
76,function,in,298,311,
77,function,cash_unchk46,312,316,312
78,imaginary,block_78_imag,317,317,
79,function,balanceOf,318,320,
80,function,UncheckedExternalCall_unchk4,321,329,321
81,imaginary,block_81_imag,330,330,
82,function,transfer,331,334,
83,function,bug_unchk7,335,339,335
84,imaginary,block_84_imag,340,340,
85,function,transferFrom,341,346,
86,function,my_func_unchk23,347,349,347
87,imaginary,block_87_imag,350,350,
88,function,approve,351,365,
89,function,unhandledsend_unchk14,366,368,366
90,imaginary,block_90_imag,369,369,
91,function,allowance,370,372,
92,function,bug_unchk30,373,380,373
93,imaginary,block_93_imag,381,381,
94,function,transferEther,382,386,
95,imaginary,block_95_imag,387,390,387
96,function,sendToWinner_unchk8,391,395,
97,imaginary,block_97_imag,396,396,
98,function,withdrawFund,397,400,
99,function,bug_unchk39,401,402,401
100,imaginary,block_100_imag,403,403,
101,function,burn,404,410,
102,function,my_func_uncheck36,411,413,411
103,imaginary,block_103_imag,414,415,
104,function,getForeignTokenBalance,416,420,
105,function,my_func_unchk35,421,423,421
106,imaginary,block_106_imag,424,424,
107,function,withdrawForeignTokens,425,429,
108,imaginary,block_108_imag,430,433,430
109,function,sendToWinner_unchk44,434,438,
110,imaginary,block_110_imag,439,439,
111,function,bug_unchk31,440,444,440
112,imaginary,block_112_imag,445,447,446
113,function,withdrawLeftOver_unchk45,448,451,
114,imaginary,block_114_imag,452,452,
115,function,callnotchecked_unchk13,453,455,453
116,imaginary,block_116_imag,456,458,
