block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,7,
2,function,bug_unchk3,8,9,8
3,imaginary,block_3_imag,10,12,11
4,function,withdrawLeftOver_unchk9,13,16,
5,imaginary,block_5_imag,17,18,
6,function,bug_unchk31,19,23,19
7,imaginary,block_7_imag,24,28,
8,function,UncheckedExternalCall_unchk4,29,37,29
9,imaginary,block_9_imag,38,43,
10,function,transferOwnership,44,46,
11,function,bug_unchk7,47,51,47
12,imaginary,block_12_imag,52,54,
13,function,mul,55,62,
14,imaginary,block_14_imag,63,63,
15,function,div,64,67,
16,imaginary,block_16_imag,68,68,
17,function,sub,69,72,
18,imaginary,block_18_imag,73,73,
19,function,add,74,78,
20,imaginary,block_20_imag,79,79,
21,function,ceil,80,84,
22,imaginary,block_22_imag,85,88,
23,function,my_func_unchk23,89,91,89
24,imaginary,block_24_imag,92,92,
25,function,unhandledsend_unchk14,93,95,93
26,imaginary,block_26_imag,96,96,
27,function,bug_unchk30,97,104,97
28,imaginary,block_28_imag,105,107,
29,function,callnotchecked_unchk25,108,110,108
30,imaginary,block_30_imag,111,111,
31,function,bug_unchk19,112,116,112
32,imaginary,block_32_imag,117,117,
33,function,unhandledsend_unchk26,118,120,118
34,imaginary,block_34_imag,121,125,122
35,function,sendToWinner_unchk20,126,130,
36,imaginary,block_36_imag,131,136,133
37,function,sendToWinner_unchk32,137,141,
38,imaginary,block_38_imag,142,142,
39,function,unhandledsend_unchk38,143,145,143
40,imaginary,block_40_imag,146,148,147
41,function,withdrawLeftOver_unchk45,149,152,
42,imaginary,block_42_imag,153,153,
43,function,callnotchecked_unchk13,154,156,154
44,imaginary,block_44_imag,157,163,
45,function,cash_unchk46,164,168,164
46,imaginary,block_46_imag,169,180,177
47,function,sendToWinner_unchk8,181,185,
48,imaginary,block_48_imag,186,186,
49,function,startStaking,187,194,
50,function,bug_unchk39,195,196,195
51,imaginary,block_51_imag,197,197,
52,function,redeem,198,207,
53,function,my_func_uncheck36,208,210,208
54,imaginary,block_54_imag,211,211,
55,function,changeStakeTokens,212,214,
56,function,my_func_unchk35,215,217,215
57,imaginary,block_57_imag,218,218,
58,function,changeStakeTime,219,221,
59,imaginary,block_59_imag,222,225,222
60,function,sendToWinner_unchk44,226,230,
61,imaginary,block_61_imag,231,231,
62,function,changeStakingPercentage,232,235,
63,function,UncheckedExternalCall_unchk40,236,244,236
64,imaginary,block_64_imag,245,245,
65,function,lockWithdrawals,246,248,
66,imaginary,block_66_imag,249,250,249
67,function,withdrawLeftOver_unchk33,251,254,
68,imaginary,block_68_imag,255,255,
69,function,findOnePercent,256,260,
70,function,bug_unchk27,261,262,261
71,imaginary,block_71_imag,263,263,
