block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,28,
2,function,bug_unchk_send2,29,30,29
3,imaginary,block_3_imag,31,31,
4,function,bug_unchk_send17,32,33,32
5,imaginary,block_5_imag,34,34,
6,function,bug_unchk_send3,35,36,35
7,imaginary,block_7_imag,37,38,
8,function,bug_unchk_send9,39,40,39
9,imaginary,block_9_imag,41,41,
10,function,bug_unchk_send25,42,43,42
11,imaginary,block_11_imag,44,44,
12,function,bug_unchk_send19,45,46,45
13,imaginary,block_13_imag,47,48,
14,function,bug_unchk_send26,49,50,49
15,imaginary,block_15_imag,51,51,
16,function,bug_unchk_send20,52,53,52
17,imaginary,block_17_imag,54,55,
18,function,bug_unchk_send32,56,57,56
19,imaginary,block_19_imag,58,58,
20,function,bug_unchk_send4,59,60,59
21,imaginary,block_21_imag,61,61,
22,function,bug_unchk_send7,62,63,62
23,imaginary,block_23_imag,64,64,
24,function,bug_unchk_send23,65,66,65
25,imaginary,block_25_imag,67,94,
26,function,bug_unchk_send14,95,96,95
27,imaginary,block_27_imag,97,97,
28,function,totalSupply,98,100,
29,function,bug_unchk_send30,101,102,101
30,imaginary,block_30_imag,103,103,
31,function,balanceOf,104,106,
32,function,bug_unchk_send8,107,108,107
33,imaginary,block_33_imag,109,109,
34,function,transfer,110,132,
35,function,bug_unchk_send27,133,134,133
36,imaginary,block_36_imag,135,135,
37,function,burnCoins,136,144,
38,function,bug_unchk_send31,145,146,145
39,imaginary,block_39_imag,147,148,
40,function,toWei,149,154,
41,function,bug_unchk_send13,155,156,155
42,imaginary,block_42_imag,157,157,
