block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,31,
2,function,bug_unchk_send29,32,33,32
3,imaginary,block_3_imag,34,35,
4,function,bug_unchk_send30,36,37,36
5,imaginary,block_5_imag,38,42,
6,function,bug_unchk_send21,43,44,43
7,imaginary,block_7_imag,45,50,
8,function,changeOwner,51,54,
9,function,bug_unchk_send10,55,56,55
10,imaginary,block_10_imag,57,65,
11,function,bug_unchk_send6,66,67,66
12,imaginary,block_12_imag,68,69,
13,function,bug_unchk_send8,70,71,70
14,imaginary,block_14_imag,72,78,
15,function,setIsActive,79,83,
16,function,bug_unchk_send22,84,85,84
17,imaginary,block_17_imag,86,117,
18,function,bug_unchk_send12,118,119,118
19,imaginary,block_19_imag,120,128,
20,function,bug_unchk_send11,129,130,129
21,imaginary,block_21_imag,131,153,
22,function,bug_unchk_send16,154,155,154
23,imaginary,block_23_imag,156,156,
24,function,bug_unchk_send24,157,158,157
25,imaginary,block_25_imag,159,159,
26,function,bug_unchk_send5,160,161,160
27,imaginary,block_27_imag,162,162,
28,function,bug_unchk_send15,163,164,163
29,imaginary,block_29_imag,165,171,
30,function,bug_unchk_send27,172,173,172
31,imaginary,block_31_imag,174,174,
32,function,bug_unchk_send31,175,176,175
33,imaginary,block_33_imag,177,177,
34,function,bug_unchk_send13,178,179,178
35,imaginary,block_35_imag,180,198,
36,function,bug_unchk_send1,199,200,199
37,imaginary,block_37_imag,201,202,
38,function,bug_unchk_send2,203,204,203
39,imaginary,block_39_imag,205,207,
40,function,bug_unchk_send17,208,209,208
41,imaginary,block_41_imag,210,210,
42,function,withdrawAllFunds,211,213,
43,function,bug_unchk_send3,214,215,214
44,imaginary,block_44_imag,216,216,
45,function,setLimits,217,224,
46,function,bug_unchk_send9,225,226,225
47,imaginary,block_47_imag,227,227,
48,function,setSwapsContract,228,234,
49,function,bug_unchk_send25,235,236,235
50,imaginary,block_50_imag,237,240,
51,function,releaseSwap,241,254,
52,function,bug_unchk_send19,255,256,255
53,imaginary,block_53_imag,257,257,
54,function,returnSwap,258,271,
55,function,bug_unchk_send26,272,273,272
56,imaginary,block_56_imag,274,278,
57,function,function_at_279,279,281,
58,function,bug_unchk_send20,282,283,282
59,imaginary,block_59_imag,284,318,
60,function,bug_unchk_send28,319,320,319
61,imaginary,block_61_imag,321,333,
62,function,bug_unchk_send32,334,335,334
63,imaginary,block_63_imag,336,336,
64,function,availableFunds,337,339,
65,function,bug_unchk_send4,340,341,340
66,imaginary,block_66_imag,342,342,
67,function,withdrawFunds,343,349,
68,function,bug_unchk_send7,350,351,350
69,imaginary,block_69_imag,352,352,
70,function,sendFundsToSwap,353,358,
71,function,bug_unchk_send23,359,360,359
72,imaginary,block_72_imag,361,362,
73,function,is,363,370,
74,function,bug_unchk_send14,371,372,371
75,imaginary,block_75_imag,373,374,
