block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,12,
2,function,bug_unchk_send12,13,14,13
3,imaginary,block_3_imag,15,34,
4,function,bug_unchk_send11,35,36,35
5,imaginary,block_5_imag,37,46,
6,function,bug_unchk_send1,47,48,47
7,imaginary,block_7_imag,49,51,
8,function,bug_unchk_send23,52,53,52
9,imaginary,block_9_imag,54,54,
10,function,bug_unchk_send14,55,56,55
11,imaginary,block_11_imag,57,57,
12,function,bug_unchk_send30,58,59,58
13,imaginary,block_13_imag,60,60,
14,function,bug_unchk_send8,61,62,61
15,imaginary,block_15_imag,63,63,
16,function,bug_unchk_send27,64,65,64
17,imaginary,block_17_imag,66,66,
18,function,bug_unchk_send31,67,68,67
19,imaginary,block_19_imag,69,69,
20,function,bug_unchk_send13,70,71,70
21,imaginary,block_21_imag,72,77,
22,function,bug_unchk_send2,78,79,78
23,imaginary,block_23_imag,80,81,
24,function,setOpenStatus,82,84,
25,function,bug_unchk_send17,85,86,85
26,imaginary,block_26_imag,87,88,
27,function,changeOdd,89,99,
28,function,bug_unchk_send3,100,101,100
29,imaginary,block_29_imag,102,103,
30,function,setGameInfo,104,117,
31,function,bug_unchk_send9,118,119,118
32,imaginary,block_32_imag,120,121,
33,function,placeBet,122,159,
34,function,bug_unchk_send25,160,161,160
35,imaginary,block_35_imag,162,163,
36,function,givePrizeMoney,164,195,
37,function,bug_unchk_send19,196,197,196
38,imaginary,block_38_imag,198,205,
39,function,getBalance,206,208,
40,function,bug_unchk_send26,209,210,209
41,imaginary,block_41_imag,211,212,
42,function,deposit,213,215,
43,function,bug_unchk_send20,216,217,216
44,imaginary,block_44_imag,218,219,
45,function,changeOwner,220,222,
46,function,bug_unchk_send32,223,224,223
47,imaginary,block_47_imag,225,225,
48,function,function,226,229,
49,function,bug_unchk_send4,230,231,230
50,imaginary,block_50_imag,232,233,
51,function,withdraw,234,238,
52,function,bug_unchk_send7,239,240,239
53,imaginary,block_53_imag,241,242,
