block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,9,
2,function,bug_unchk_send8,10,11,10
3,imaginary,block_3_imag,12,15,
4,function,_setMetadata,16,18,
5,function,bug_unchk_send28,19,20,19
6,imaginary,block_6_imag,21,26,
7,function,bug_unchk_send16,27,28,27
8,imaginary,block_8_imag,29,29,
9,function,bug_unchk_send24,30,31,30
10,imaginary,block_10_imag,32,33,
11,function,bug_unchk_send27,34,35,34
12,imaginary,block_12_imag,36,39,
13,function,_setOperator,40,44,
14,function,bug_unchk_send21,45,46,45
15,imaginary,block_15_imag,47,47,
16,function,_transferOperator,48,52,
17,function,bug_unchk_send10,53,54,53
18,imaginary,block_18_imag,55,55,
19,function,_renounceOperator,56,61,
20,function,bug_unchk_send22,62,63,62
21,imaginary,block_21_imag,64,64,
22,function,_activateOperator,65,69,
23,function,bug_unchk_send12,70,71,70
24,imaginary,block_24_imag,72,72,
25,function,_deactivateOperator,73,77,
26,function,bug_unchk_send11,78,79,78
27,imaginary,block_27_imag,80,82,
28,function,getOperator,83,85,
29,function,bug_unchk_send1,86,87,86
30,imaginary,block_30_imag,88,88,
31,function,isOperator,89,91,
32,function,bug_unchk_send2,92,93,92
33,imaginary,block_33_imag,94,94,
34,function,hasActiveOperator,95,97,
35,function,bug_unchk_send17,98,99,98
36,imaginary,block_36_imag,100,100,
37,function,isActiveOperator,101,103,
38,function,bug_unchk_send3,104,105,104
39,imaginary,block_39_imag,106,129,
40,function,_combineMultiHash,130,142,
41,function,bug_unchk_send9,143,144,143
42,imaginary,block_42_imag,145,150,
43,function,_splitMultiHash,151,167,
44,function,bug_unchk_send25,168,169,168
45,imaginary,block_45_imag,170,204,
46,function,bug_unchk_send5,205,206,205
47,imaginary,block_47_imag,207,208,
48,function,bug_unchk_send31,209,210,209
49,imaginary,block_49_imag,211,214,
50,function,_setProofHash,215,218,
51,function,bug_unchk_send19,219,220,219
52,imaginary,block_52_imag,221,223,
53,function,getProofHash,224,226,
54,function,bug_unchk_send26,227,228,227
55,imaginary,block_55_imag,229,235,
56,function,bug_unchk_send15,236,237,236
57,imaginary,block_57_imag,238,254,
58,function,getCreator,255,258,
59,function,bug_unchk_send20,259,260,259
60,imaginary,block_60_imag,261,261,
61,function,isCreator,262,264,
62,function,bug_unchk_send32,265,266,265
63,imaginary,block_63_imag,267,267,
64,function,getFactory,268,270,
65,function,bug_unchk_send4,271,272,271
66,imaginary,block_66_imag,273,282,
67,function,bug_unchk_send13,283,284,283
68,imaginary,block_68_imag,285,286,
69,function,initialize,287,311,
70,function,bug_unchk_send7,312,313,312
71,imaginary,block_71_imag,314,316,
72,function,setMetadata,317,323,
73,function,bug_unchk_send23,324,325,324
74,imaginary,block_74_imag,326,326,
75,function,transferOperator,327,333,
76,function,bug_unchk_send14,334,335,334
77,imaginary,block_77_imag,336,336,
78,function,renounceOperator,337,343,
79,function,bug_unchk_send30,344,345,344
80,imaginary,block_80_imag,346,347,
