block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,16,
2,function,bug_unchk_send17,17,18,17
3,imaginary,block_3_imag,19,19,
4,function,bug_unchk_send3,20,21,20
5,imaginary,block_5_imag,22,22,
6,function,bug_unchk_send9,23,24,23
7,imaginary,block_7_imag,25,26,
8,function,bug_unchk_send25,27,28,27
9,imaginary,block_9_imag,29,31,
10,function,bug_unchk_send19,32,33,32
11,imaginary,block_11_imag,34,34,
12,function,bug_unchk_send26,35,36,35
13,imaginary,block_13_imag,37,39,
14,function,bug_unchk_send27,40,41,40
15,imaginary,block_15_imag,42,44,
16,function,bug_unchk_send31,45,46,45
17,imaginary,block_17_imag,47,49,
18,function,bug_unchk_send13,50,51,50
19,imaginary,block_19_imag,52,54,
20,function,function_at_55,55,68,
21,function,bug_unchk_send20,69,70,69
22,imaginary,block_22_imag,71,74,
23,function,_transfer,75,91,
24,function,bug_unchk_send32,92,93,92
25,imaginary,block_25_imag,94,102,
26,function,transfer,103,106,
27,function,bug_unchk_send4,107,108,107
28,imaginary,block_28_imag,109,118,
29,function,transferFrom,119,124,
30,function,bug_unchk_send7,125,126,125
31,imaginary,block_31_imag,127,135,
32,function,approve,136,141,
33,function,bug_unchk_send23,142,143,142
34,imaginary,block_34_imag,144,153,
35,function,approveAndCall,154,162,
36,function,bug_unchk_send14,163,164,163
37,imaginary,block_37_imag,165,172,
38,function,burn,173,179,
39,function,bug_unchk_send30,180,181,180
40,imaginary,block_40_imag,182,190,
41,function,burnFrom,191,199,
42,function,bug_unchk_send8,200,201,200
43,imaginary,block_43_imag,202,202,
