line,loc,length,bug type,approach
27,27,1,Timestamp-Dependency,code snippet injection
25,25,1,Timestamp-Dependency,code snippet injection
23,23,1,Timestamp-Dependency,code snippet injection
63,63,1,Timestamp-Dependency,code snippet injection
58,58,1,Timestamp-Dependency,code snippet injection
51,50,3,Timestamp-Dependency,code snippet injection
39,37,5,Timestamp-Dependency,code snippet injection
40,37,5,Timestamp-Dependency,code snippet injection
14,12,5,Timestamp-Dependency,code snippet injection
15,12,5,Timestamp-Dependency,code snippet injection
9,8,3,Timestamp-Dependency,code snippet injection
