line,loc,length,bug type,approach
64,64,1,Timestamp-Dependency,code snippet injection
61,61,1,Timestamp-Dependency,code snippet injection
91,91,1,Timestamp-Dependency,code snippet injection
296,296,1,Timestamp-Dependency,code snippet injection
290,290,1,Timestamp-Dependency,code snippet injection
270,269,3,Timestamp-Dependency,code snippet injection
247,245,5,Timestamp-Dependency,code snippet injection
248,245,5,Timestamp-Dependency,code snippet injection
232,230,5,Timestamp-Dependency,code snippet injection
233,230,5,Timestamp-Dependency,code snippet injection
224,222,3,Timestamp-Dependency,code snippet injection
211,208,9,Timestamp-Dependency,code snippet injection
212,208,9,Timestamp-Dependency,code snippet injection
213,208,9,Timestamp-Dependency,code snippet injection
196,194,5,Timestamp-Dependency,code snippet injection
197,194,5,Timestamp-Dependency,code snippet injection
182,179,9,Timestamp-Dependency,code snippet injection
183,179,9,Timestamp-Dependency,code snippet injection
184,179,9,Timestamp-Dependency,code snippet injection
170,168,5,Timestamp-Dependency,code snippet injection
171,168,5,Timestamp-Dependency,code snippet injection
157,154,9,Timestamp-Dependency,code snippet injection
158,154,9,Timestamp-Dependency,code snippet injection
159,154,9,Timestamp-Dependency,code snippet injection
147,145,4,Timestamp-Dependency,code snippet injection
138,136,4,Timestamp-Dependency,code snippet injection
126,124,5,Timestamp-Dependency,code snippet injection
127,124,5,Timestamp-Dependency,code snippet injection
116,114,5,Timestamp-Dependency,code snippet injection
117,114,5,Timestamp-Dependency,code snippet injection
101,98,9,Timestamp-Dependency,code snippet injection
102,98,9,Timestamp-Dependency,code snippet injection
103,98,9,Timestamp-Dependency,code snippet injection
83,81,4,Timestamp-Dependency,code snippet injection
53,50,9,Timestamp-Dependency,code snippet injection
54,50,9,Timestamp-Dependency,code snippet injection
55,50,9,Timestamp-Dependency,code snippet injection
42,39,9,Timestamp-Dependency,code snippet injection
43,39,9,Timestamp-Dependency,code snippet injection
44,39,9,Timestamp-Dependency,code snippet injection
29,27,4,Timestamp-Dependency,code snippet injection
22,20,5,Timestamp-Dependency,code snippet injection
23,20,5,Timestamp-Dependency,code snippet injection
16,15,3,Timestamp-Dependency,code snippet injection
11,10,3,Timestamp-Dependency,code snippet injection
