line,loc,length,bug type,approach
248,248,1,Timestamp-Dependency,code snippet injection
246,246,1,Timestamp-Dependency,code snippet injection
244,244,1,Timestamp-Dependency,code snippet injection
242,242,1,Timestamp-Dependency,code snippet injection
240,240,1,Timestamp-Dependency,code snippet injection
237,236,3,Timestamp-Dependency,code snippet injection
155,153,5,Timestamp-Dependency,code snippet injection
156,153,5,Timestamp-Dependency,code snippet injection
498,496,5,Timestamp-Dependency,code snippet injection
499,496,5,Timestamp-Dependency,code snippet injection
475,474,3,Timestamp-Dependency,code snippet injection
459,456,9,Timestamp-Dependency,code snippet injection
460,456,9,Timestamp-Dependency,code snippet injection
461,456,9,Timestamp-Dependency,code snippet injection
428,426,5,Timestamp-Dependency,code snippet injection
429,426,5,Timestamp-Dependency,code snippet injection
414,411,9,Timestamp-Dependency,code snippet injection
415,411,9,Timestamp-Dependency,code snippet injection
416,411,9,Timestamp-Dependency,code snippet injection
404,402,5,Timestamp-Dependency,code snippet injection
405,402,5,Timestamp-Dependency,code snippet injection
387,384,9,Timestamp-Dependency,code snippet injection
388,384,9,Timestamp-Dependency,code snippet injection
389,384,9,Timestamp-Dependency,code snippet injection
374,372,4,Timestamp-Dependency,code snippet injection
362,360,4,Timestamp-Dependency,code snippet injection
352,350,5,Timestamp-Dependency,code snippet injection
353,350,5,Timestamp-Dependency,code snippet injection
335,333,5,Timestamp-Dependency,code snippet injection
336,333,5,Timestamp-Dependency,code snippet injection
322,319,9,Timestamp-Dependency,code snippet injection
323,319,9,Timestamp-Dependency,code snippet injection
324,319,9,Timestamp-Dependency,code snippet injection
312,310,4,Timestamp-Dependency,code snippet injection
293,290,9,Timestamp-Dependency,code snippet injection
294,290,9,Timestamp-Dependency,code snippet injection
295,290,9,Timestamp-Dependency,code snippet injection
275,272,9,Timestamp-Dependency,code snippet injection
276,272,9,Timestamp-Dependency,code snippet injection
277,272,9,Timestamp-Dependency,code snippet injection
258,256,4,Timestamp-Dependency,code snippet injection
189,187,5,Timestamp-Dependency,code snippet injection
190,187,5,Timestamp-Dependency,code snippet injection
177,176,3,Timestamp-Dependency,code snippet injection
164,163,3,Timestamp-Dependency,code snippet injection
231,229,5,Timestamp-Dependency,code snippet injection
232,229,5,Timestamp-Dependency,code snippet injection
226,225,3,Timestamp-Dependency,code snippet injection
222,221,3,Timestamp-Dependency,code snippet injection
217,215,4,Timestamp-Dependency,code snippet injection
212,211,3,Timestamp-Dependency,code snippet injection
207,205,5,Timestamp-Dependency,code snippet injection
208,205,5,Timestamp-Dependency,code snippet injection
144,141,9,Timestamp-Dependency,code snippet injection
145,141,9,Timestamp-Dependency,code snippet injection
146,141,9,Timestamp-Dependency,code snippet injection
138,136,4,Timestamp-Dependency,code snippet injection
