line,loc,length,bug type,approach
457,457,1,Timestamp-Dependency,code snippet injection
455,455,1,Timestamp-Dependency,code snippet injection
453,453,1,Timestamp-Dependency,code snippet injection
105,105,1,Timestamp-Dependency,code snippet injection
89,89,1,Timestamp-Dependency,code snippet injection
86,85,3,Timestamp-Dependency,code snippet injection
449,447,5,Timestamp-Dependency,code snippet injection
450,447,5,Timestamp-Dependency,code snippet injection
438,436,5,Timestamp-Dependency,code snippet injection
439,436,5,Timestamp-Dependency,code snippet injection
427,426,3,Timestamp-Dependency,code snippet injection
412,409,9,Timestamp-Dependency,code snippet injection
413,409,9,Timestamp-Dependency,code snippet injection
414,409,9,Timestamp-Dependency,code snippet injection
401,399,5,Timestamp-Dependency,code snippet injection
402,399,5,Timestamp-Dependency,code snippet injection
387,384,9,Timestamp-Dependency,code snippet injection
388,384,9,Timestamp-Dependency,code snippet injection
389,384,9,Timestamp-Dependency,code snippet injection
377,375,5,Timestamp-Dependency,code snippet injection
378,375,5,Timestamp-Dependency,code snippet injection
353,350,9,Timestamp-Dependency,code snippet injection
354,350,9,Timestamp-Dependency,code snippet injection
355,350,9,Timestamp-Dependency,code snippet injection
341,339,4,Timestamp-Dependency,code snippet injection
332,330,4,Timestamp-Dependency,code snippet injection
323,321,5,Timestamp-Dependency,code snippet injection
324,321,5,Timestamp-Dependency,code snippet injection
304,302,5,Timestamp-Dependency,code snippet injection
305,302,5,Timestamp-Dependency,code snippet injection
291,288,9,Timestamp-Dependency,code snippet injection
292,288,9,Timestamp-Dependency,code snippet injection
293,288,9,Timestamp-Dependency,code snippet injection
282,280,4,Timestamp-Dependency,code snippet injection
265,262,9,Timestamp-Dependency,code snippet injection
266,262,9,Timestamp-Dependency,code snippet injection
267,262,9,Timestamp-Dependency,code snippet injection
241,238,9,Timestamp-Dependency,code snippet injection
242,238,9,Timestamp-Dependency,code snippet injection
243,238,9,Timestamp-Dependency,code snippet injection
232,230,4,Timestamp-Dependency,code snippet injection
222,220,5,Timestamp-Dependency,code snippet injection
223,220,5,Timestamp-Dependency,code snippet injection
214,213,3,Timestamp-Dependency,code snippet injection
139,138,3,Timestamp-Dependency,code snippet injection
117,115,5,Timestamp-Dependency,code snippet injection
118,115,5,Timestamp-Dependency,code snippet injection
82,81,3,Timestamp-Dependency,code snippet injection
78,77,3,Timestamp-Dependency,code snippet injection
74,72,4,Timestamp-Dependency,code snippet injection
69,68,3,Timestamp-Dependency,code snippet injection
64,62,5,Timestamp-Dependency,code snippet injection
65,62,5,Timestamp-Dependency,code snippet injection
55,52,9,Timestamp-Dependency,code snippet injection
56,52,9,Timestamp-Dependency,code snippet injection
57,52,9,Timestamp-Dependency,code snippet injection
197,195,4,Timestamp-Dependency,code snippet injection
191,189,4,Timestamp-Dependency,code snippet injection
185,184,3,Timestamp-Dependency,code snippet injection
181,179,4,Timestamp-Dependency,code snippet injection
172,169,9,Timestamp-Dependency,code snippet injection
173,169,9,Timestamp-Dependency,code snippet injection
174,169,9,Timestamp-Dependency,code snippet injection
165,163,5,Timestamp-Dependency,code snippet injection
166,163,5,Timestamp-Dependency,code snippet injection
159,158,3,Timestamp-Dependency,code snippet injection
151,148,9,Timestamp-Dependency,code snippet injection
152,148,9,Timestamp-Dependency,code snippet injection
153,148,9,Timestamp-Dependency,code snippet injection
98,95,9,Timestamp-Dependency,code snippet injection
99,95,9,Timestamp-Dependency,code snippet injection
100,95,9,Timestamp-Dependency,code snippet injection
