line,loc,length,bug type,approach
839,839,1,Timestamp-Dependency,code snippet injection
835,835,1,Timestamp-Dependency,code snippet injection
764,764,1,Timestamp-Dependency,code snippet injection
762,762,1,Timestamp-Dependency,code snippet injection
682,682,1,Timestamp-Dependency,code snippet injection
679,678,3,Timestamp-Dependency,code snippet injection
927,925,5,Timestamp-Dependency,code snippet injection
928,925,5,Timestamp-Dependency,code snippet injection
917,915,5,Timestamp-Dependency,code snippet injection
918,915,5,Timestamp-Dependency,code snippet injection
901,900,3,Timestamp-Dependency,code snippet injection
888,885,9,Timestamp-Dependency,code snippet injection
889,885,9,Timestamp-Dependency,code snippet injection
890,885,9,Timestamp-Dependency,code snippet injection
864,862,5,Timestamp-Dependency,code snippet injection
865,862,5,Timestamp-Dependency,code snippet injection
851,848,9,Timestamp-Dependency,code snippet injection
852,848,9,Timestamp-Dependency,code snippet injection
853,848,9,Timestamp-Dependency,code snippet injection
828,826,5,Timestamp-Dependency,code snippet injection
829,826,5,Timestamp-Dependency,code snippet injection
815,812,9,Timestamp-Dependency,code snippet injection
816,812,9,Timestamp-Dependency,code snippet injection
817,812,9,Timestamp-Dependency,code snippet injection
805,803,4,Timestamp-Dependency,code snippet injection
797,795,4,Timestamp-Dependency,code snippet injection
788,786,5,Timestamp-Dependency,code snippet injection
789,786,5,Timestamp-Dependency,code snippet injection
774,772,5,Timestamp-Dependency,code snippet injection
775,772,5,Timestamp-Dependency,code snippet injection
751,748,9,Timestamp-Dependency,code snippet injection
752,748,9,Timestamp-Dependency,code snippet injection
753,748,9,Timestamp-Dependency,code snippet injection
741,739,4,Timestamp-Dependency,code snippet injection
728,725,9,Timestamp-Dependency,code snippet injection
729,725,9,Timestamp-Dependency,code snippet injection
730,725,9,Timestamp-Dependency,code snippet injection
715,712,9,Timestamp-Dependency,code snippet injection
716,712,9,Timestamp-Dependency,code snippet injection
717,712,9,Timestamp-Dependency,code snippet injection
706,704,4,Timestamp-Dependency,code snippet injection
692,690,5,Timestamp-Dependency,code snippet injection
693,690,5,Timestamp-Dependency,code snippet injection
647,646,3,Timestamp-Dependency,code snippet injection
624,623,3,Timestamp-Dependency,code snippet injection
603,601,5,Timestamp-Dependency,code snippet injection
604,601,5,Timestamp-Dependency,code snippet injection
589,588,3,Timestamp-Dependency,code snippet injection
569,568,3,Timestamp-Dependency,code snippet injection
544,542,4,Timestamp-Dependency,code snippet injection
518,517,3,Timestamp-Dependency,code snippet injection
492,490,5,Timestamp-Dependency,code snippet injection
493,490,5,Timestamp-Dependency,code snippet injection
467,464,9,Timestamp-Dependency,code snippet injection
468,464,9,Timestamp-Dependency,code snippet injection
469,464,9,Timestamp-Dependency,code snippet injection
455,453,4,Timestamp-Dependency,code snippet injection
446,444,4,Timestamp-Dependency,code snippet injection
436,435,3,Timestamp-Dependency,code snippet injection
419,417,4,Timestamp-Dependency,code snippet injection
406,403,9,Timestamp-Dependency,code snippet injection
407,403,9,Timestamp-Dependency,code snippet injection
408,403,9,Timestamp-Dependency,code snippet injection
387,385,5,Timestamp-Dependency,code snippet injection
388,385,5,Timestamp-Dependency,code snippet injection
370,369,3,Timestamp-Dependency,code snippet injection
353,350,9,Timestamp-Dependency,code snippet injection
354,350,9,Timestamp-Dependency,code snippet injection
355,350,9,Timestamp-Dependency,code snippet injection
339,336,9,Timestamp-Dependency,code snippet injection
340,336,9,Timestamp-Dependency,code snippet injection
341,336,9,Timestamp-Dependency,code snippet injection
319,317,4,Timestamp-Dependency,code snippet injection
310,309,3,Timestamp-Dependency,code snippet injection
302,300,4,Timestamp-Dependency,code snippet injection
