line,loc,length,bug type,approach
255,255,1,Timestamp-Dependency,code snippet injection
253,253,1,Timestamp-Dependency,code snippet injection
251,251,1,Timestamp-Dependency,code snippet injection
249,249,1,Timestamp-Dependency,code snippet injection
247,247,1,Timestamp-Dependency,code snippet injection
244,243,3,Timestamp-Dependency,code snippet injection
46,44,5,Timestamp-Dependency,code snippet injection
47,44,5,Timestamp-Dependency,code snippet injection
40,38,5,Timestamp-Dependency,code snippet injection
41,38,5,Timestamp-Dependency,code snippet injection
550,549,3,Timestamp-Dependency,code snippet injection
489,486,9,Timestamp-Dependency,code snippet injection
490,486,9,Timestamp-Dependency,code snippet injection
491,486,9,Timestamp-Dependency,code snippet injection
456,454,5,Timestamp-Dependency,code snippet injection
457,454,5,Timestamp-Dependency,code snippet injection
422,419,9,Timestamp-Dependency,code snippet injection
423,419,9,Timestamp-Dependency,code snippet injection
424,419,9,Timestamp-Dependency,code snippet injection
394,392,5,Timestamp-Dependency,code snippet injection
395,392,5,Timestamp-Dependency,code snippet injection
349,346,9,Timestamp-Dependency,code snippet injection
350,346,9,Timestamp-Dependency,code snippet injection
351,346,9,Timestamp-Dependency,code snippet injection
319,317,4,Timestamp-Dependency,code snippet injection
299,297,4,Timestamp-Dependency,code snippet injection
121,119,5,Timestamp-Dependency,code snippet injection
122,119,5,Timestamp-Dependency,code snippet injection
115,113,5,Timestamp-Dependency,code snippet injection
116,113,5,Timestamp-Dependency,code snippet injection
106,103,9,Timestamp-Dependency,code snippet injection
107,103,9,Timestamp-Dependency,code snippet injection
108,103,9,Timestamp-Dependency,code snippet injection
100,98,4,Timestamp-Dependency,code snippet injection
91,88,9,Timestamp-Dependency,code snippet injection
92,88,9,Timestamp-Dependency,code snippet injection
93,88,9,Timestamp-Dependency,code snippet injection
81,78,9,Timestamp-Dependency,code snippet injection
82,78,9,Timestamp-Dependency,code snippet injection
83,78,9,Timestamp-Dependency,code snippet injection
75,73,4,Timestamp-Dependency,code snippet injection
65,63,5,Timestamp-Dependency,code snippet injection
66,63,5,Timestamp-Dependency,code snippet injection
57,56,3,Timestamp-Dependency,code snippet injection
32,31,3,Timestamp-Dependency,code snippet injection
19,17,5,Timestamp-Dependency,code snippet injection
20,17,5,Timestamp-Dependency,code snippet injection
239,238,3,Timestamp-Dependency,code snippet injection
234,233,3,Timestamp-Dependency,code snippet injection
230,228,4,Timestamp-Dependency,code snippet injection
225,224,3,Timestamp-Dependency,code snippet injection
220,218,5,Timestamp-Dependency,code snippet injection
221,218,5,Timestamp-Dependency,code snippet injection
211,208,9,Timestamp-Dependency,code snippet injection
212,208,9,Timestamp-Dependency,code snippet injection
213,208,9,Timestamp-Dependency,code snippet injection
205,203,4,Timestamp-Dependency,code snippet injection
200,198,4,Timestamp-Dependency,code snippet injection
10,9,3,Timestamp-Dependency,code snippet injection
