line,loc,length,bug type,approach
355,355,1,Timestamp-Dependency,code snippet injection
251,251,1,Timestamp-Dependency,code snippet injection
37,37,1,Timestamp-Dependency,code snippet injection
10,10,1,Timestamp-Dependency,code snippet injection
306,306,1,Timestamp-Dependency,code snippet injection
423,422,3,Timestamp-Dependency,code snippet injection
411,409,5,Timestamp-Dependency,code snippet injection
412,409,5,Timestamp-Dependency,code snippet injection
398,396,5,Timestamp-Dependency,code snippet injection
399,396,5,Timestamp-Dependency,code snippet injection
384,383,3,Timestamp-Dependency,code snippet injection
339,336,9,Timestamp-Dependency,code snippet injection
340,336,9,Timestamp-Dependency,code snippet injection
341,336,9,Timestamp-Dependency,code snippet injection
329,327,5,Timestamp-Dependency,code snippet injection
330,327,5,Timestamp-Dependency,code snippet injection
317,314,9,Timestamp-Dependency,code snippet injection
318,314,9,Timestamp-Dependency,code snippet injection
319,314,9,Timestamp-Dependency,code snippet injection
277,275,5,Timestamp-Dependency,code snippet injection
278,275,5,Timestamp-Dependency,code snippet injection
263,260,9,Timestamp-Dependency,code snippet injection
264,260,9,Timestamp-Dependency,code snippet injection
265,260,9,Timestamp-Dependency,code snippet injection
209,207,4,Timestamp-Dependency,code snippet injection
182,180,4,Timestamp-Dependency,code snippet injection
140,138,5,Timestamp-Dependency,code snippet injection
141,138,5,Timestamp-Dependency,code snippet injection
131,129,5,Timestamp-Dependency,code snippet injection
132,129,5,Timestamp-Dependency,code snippet injection
119,116,9,Timestamp-Dependency,code snippet injection
120,116,9,Timestamp-Dependency,code snippet injection
121,116,9,Timestamp-Dependency,code snippet injection
110,108,4,Timestamp-Dependency,code snippet injection
96,93,9,Timestamp-Dependency,code snippet injection
97,93,9,Timestamp-Dependency,code snippet injection
98,93,9,Timestamp-Dependency,code snippet injection
81,78,9,Timestamp-Dependency,code snippet injection
82,78,9,Timestamp-Dependency,code snippet injection
83,78,9,Timestamp-Dependency,code snippet injection
70,68,4,Timestamp-Dependency,code snippet injection
58,56,5,Timestamp-Dependency,code snippet injection
59,56,5,Timestamp-Dependency,code snippet injection
48,47,3,Timestamp-Dependency,code snippet injection
19,18,3,Timestamp-Dependency,code snippet injection
289,287,5,Timestamp-Dependency,code snippet injection
290,287,5,Timestamp-Dependency,code snippet injection
247,246,3,Timestamp-Dependency,code snippet injection
33,32,3,Timestamp-Dependency,code snippet injection
29,27,4,Timestamp-Dependency,code snippet injection
