line,loc,length,bug type,approach
12,12,1,Timestamp-Dependency,code snippet injection
10,10,1,Timestamp-Dependency,code snippet injection
8,8,1,Timestamp-Dependency,code snippet injection
233,233,1,Timestamp-Dependency,code snippet injection
227,227,1,Timestamp-Dependency,code snippet injection
218,217,3,Timestamp-Dependency,code snippet injection
208,206,5,Timestamp-Dependency,code snippet injection
209,206,5,Timestamp-Dependency,code snippet injection
193,191,5,Timestamp-Dependency,code snippet injection
194,191,5,Timestamp-Dependency,code snippet injection
185,184,3,Timestamp-Dependency,code snippet injection
171,168,9,Timestamp-Dependency,code snippet injection
172,168,9,Timestamp-Dependency,code snippet injection
173,168,9,Timestamp-Dependency,code snippet injection
157,155,5,Timestamp-Dependency,code snippet injection
158,155,5,Timestamp-Dependency,code snippet injection
125,122,9,Timestamp-Dependency,code snippet injection
126,122,9,Timestamp-Dependency,code snippet injection
127,122,9,Timestamp-Dependency,code snippet injection
98,96,5,Timestamp-Dependency,code snippet injection
99,96,5,Timestamp-Dependency,code snippet injection
68,65,9,Timestamp-Dependency,code snippet injection
69,65,9,Timestamp-Dependency,code snippet injection
70,65,9,Timestamp-Dependency,code snippet injection
60,58,4,Timestamp-Dependency,code snippet injection
55,53,4,Timestamp-Dependency,code snippet injection
48,46,5,Timestamp-Dependency,code snippet injection
49,46,5,Timestamp-Dependency,code snippet injection
42,40,5,Timestamp-Dependency,code snippet injection
43,40,5,Timestamp-Dependency,code snippet injection
33,30,9,Timestamp-Dependency,code snippet injection
34,30,9,Timestamp-Dependency,code snippet injection
35,30,9,Timestamp-Dependency,code snippet injection
27,25,4,Timestamp-Dependency,code snippet injection
18,15,9,Timestamp-Dependency,code snippet injection
19,15,9,Timestamp-Dependency,code snippet injection
20,15,9,Timestamp-Dependency,code snippet injection
