line,loc,length,bug type,approach
345,345,1,Timestamp-Dependency,code snippet injection
152,152,1,Timestamp-Dependency,code snippet injection
150,150,1,Timestamp-Dependency,code snippet injection
39,39,1,Timestamp-Dependency,code snippet injection
10,10,1,Timestamp-Dependency,code snippet injection
436,435,3,Timestamp-Dependency,code snippet injection
424,422,5,Timestamp-Dependency,code snippet injection
425,422,5,Timestamp-Dependency,code snippet injection
411,409,5,Timestamp-Dependency,code snippet injection
412,409,5,Timestamp-Dependency,code snippet injection
399,398,3,Timestamp-Dependency,code snippet injection
382,379,9,Timestamp-Dependency,code snippet injection
383,379,9,Timestamp-Dependency,code snippet injection
384,379,9,Timestamp-Dependency,code snippet injection
331,329,5,Timestamp-Dependency,code snippet injection
332,329,5,Timestamp-Dependency,code snippet injection
319,316,9,Timestamp-Dependency,code snippet injection
320,316,9,Timestamp-Dependency,code snippet injection
321,316,9,Timestamp-Dependency,code snippet injection
309,307,5,Timestamp-Dependency,code snippet injection
310,307,5,Timestamp-Dependency,code snippet injection
242,239,9,Timestamp-Dependency,code snippet injection
243,239,9,Timestamp-Dependency,code snippet injection
244,239,9,Timestamp-Dependency,code snippet injection
214,212,4,Timestamp-Dependency,code snippet injection
173,171,4,Timestamp-Dependency,code snippet injection
163,161,5,Timestamp-Dependency,code snippet injection
164,161,5,Timestamp-Dependency,code snippet injection
140,138,5,Timestamp-Dependency,code snippet injection
141,138,5,Timestamp-Dependency,code snippet injection
128,125,9,Timestamp-Dependency,code snippet injection
129,125,9,Timestamp-Dependency,code snippet injection
130,125,9,Timestamp-Dependency,code snippet injection
119,117,4,Timestamp-Dependency,code snippet injection
107,104,9,Timestamp-Dependency,code snippet injection
108,104,9,Timestamp-Dependency,code snippet injection
109,104,9,Timestamp-Dependency,code snippet injection
92,89,9,Timestamp-Dependency,code snippet injection
93,89,9,Timestamp-Dependency,code snippet injection
94,89,9,Timestamp-Dependency,code snippet injection
81,79,4,Timestamp-Dependency,code snippet injection
70,68,5,Timestamp-Dependency,code snippet injection
71,68,5,Timestamp-Dependency,code snippet injection
59,58,3,Timestamp-Dependency,code snippet injection
50,49,3,Timestamp-Dependency,code snippet injection
20,18,5,Timestamp-Dependency,code snippet injection
21,18,5,Timestamp-Dependency,code snippet injection
284,283,3,Timestamp-Dependency,code snippet injection
35,34,3,Timestamp-Dependency,code snippet injection
31,29,4,Timestamp-Dependency,code snippet injection
