line,loc,length,bug type,approach
86,86,1,Timestamp-Dependency,code snippet injection
84,84,1,Timestamp-Dependency,code snippet injection
82,82,1,Timestamp-Dependency,code snippet injection
80,80,1,Timestamp-Dependency,code snippet injection
78,78,1,Timestamp-Dependency,code snippet injection
75,74,3,Timestamp-Dependency,code snippet injection
70,68,5,Timestamp-Dependency,code snippet injection
71,68,5,Timestamp-Dependency,code snippet injection
294,292,5,Timestamp-Dependency,code snippet injection
295,292,5,Timestamp-Dependency,code snippet injection
283,282,3,Timestamp-Dependency,code snippet injection
271,268,9,Timestamp-Dependency,code snippet injection
272,268,9,Timestamp-Dependency,code snippet injection
273,268,9,Timestamp-Dependency,code snippet injection
260,258,5,Timestamp-Dependency,code snippet injection
261,258,5,Timestamp-Dependency,code snippet injection
247,244,9,Timestamp-Dependency,code snippet injection
248,244,9,Timestamp-Dependency,code snippet injection
249,244,9,Timestamp-Dependency,code snippet injection
230,228,5,Timestamp-Dependency,code snippet injection
231,228,5,Timestamp-Dependency,code snippet injection
188,185,9,Timestamp-Dependency,code snippet injection
189,185,9,Timestamp-Dependency,code snippet injection
190,185,9,Timestamp-Dependency,code snippet injection
143,141,4,Timestamp-Dependency,code snippet injection
123,121,4,Timestamp-Dependency,code snippet injection
105,103,5,Timestamp-Dependency,code snippet injection
106,103,5,Timestamp-Dependency,code snippet injection
95,93,5,Timestamp-Dependency,code snippet injection
96,93,5,Timestamp-Dependency,code snippet injection
59,56,9,Timestamp-Dependency,code snippet injection
60,56,9,Timestamp-Dependency,code snippet injection
61,56,9,Timestamp-Dependency,code snippet injection
44,42,4,Timestamp-Dependency,code snippet injection
16,13,9,Timestamp-Dependency,code snippet injection
17,13,9,Timestamp-Dependency,code snippet injection
18,13,9,Timestamp-Dependency,code snippet injection
