line,loc,length,bug type,approach
250,250,1,Timestamp-Dependency,code snippet injection
102,102,1,Timestamp-Dependency,code snippet injection
229,229,1,Timestamp-Dependency,code snippet injection
141,141,1,Timestamp-Dependency,code snippet injection
291,291,1,Timestamp-Dependency,code snippet injection
283,282,3,Timestamp-Dependency,code snippet injection
259,257,5,Timestamp-Dependency,code snippet injection
260,257,5,Timestamp-Dependency,code snippet injection
212,210,5,Timestamp-Dependency,code snippet injection
213,210,5,Timestamp-Dependency,code snippet injection
181,180,3,Timestamp-Dependency,code snippet injection
165,162,9,Timestamp-Dependency,code snippet injection
166,162,9,Timestamp-Dependency,code snippet injection
167,162,9,Timestamp-Dependency,code snippet injection
151,149,5,Timestamp-Dependency,code snippet injection
152,149,5,Timestamp-Dependency,code snippet injection
127,124,9,Timestamp-Dependency,code snippet injection
128,124,9,Timestamp-Dependency,code snippet injection
129,124,9,Timestamp-Dependency,code snippet injection
114,112,5,Timestamp-Dependency,code snippet injection
115,112,5,Timestamp-Dependency,code snippet injection
242,239,9,Timestamp-Dependency,code snippet injection
243,239,9,Timestamp-Dependency,code snippet injection
244,239,9,Timestamp-Dependency,code snippet injection
236,234,4,Timestamp-Dependency,code snippet injection
201,199,4,Timestamp-Dependency,code snippet injection
97,95,5,Timestamp-Dependency,code snippet injection
98,95,5,Timestamp-Dependency,code snippet injection
