line,loc,length,bug type,approach
584,584,1,Timestamp-Dependency,code snippet injection
577,577,1,Timestamp-Dependency,code snippet injection
560,560,1,Timestamp-Dependency,code snippet injection
551,551,1,Timestamp-Dependency,code snippet injection
543,543,1,Timestamp-Dependency,code snippet injection
499,498,3,Timestamp-Dependency,code snippet injection
484,482,5,Timestamp-Dependency,code snippet injection
485,482,5,Timestamp-Dependency,code snippet injection
458,456,5,Timestamp-Dependency,code snippet injection
459,456,5,Timestamp-Dependency,code snippet injection
435,434,3,Timestamp-Dependency,code snippet injection
411,408,9,Timestamp-Dependency,code snippet injection
412,408,9,Timestamp-Dependency,code snippet injection
413,408,9,Timestamp-Dependency,code snippet injection
382,380,5,Timestamp-Dependency,code snippet injection
383,380,5,Timestamp-Dependency,code snippet injection
355,352,9,Timestamp-Dependency,code snippet injection
356,352,9,Timestamp-Dependency,code snippet injection
357,352,9,Timestamp-Dependency,code snippet injection
332,330,5,Timestamp-Dependency,code snippet injection
333,330,5,Timestamp-Dependency,code snippet injection
306,303,9,Timestamp-Dependency,code snippet injection
307,303,9,Timestamp-Dependency,code snippet injection
308,303,9,Timestamp-Dependency,code snippet injection
289,287,4,Timestamp-Dependency,code snippet injection
278,276,4,Timestamp-Dependency,code snippet injection
260,258,5,Timestamp-Dependency,code snippet injection
261,258,5,Timestamp-Dependency,code snippet injection
248,246,5,Timestamp-Dependency,code snippet injection
249,246,5,Timestamp-Dependency,code snippet injection
525,522,9,Timestamp-Dependency,code snippet injection
526,522,9,Timestamp-Dependency,code snippet injection
527,522,9,Timestamp-Dependency,code snippet injection
519,517,4,Timestamp-Dependency,code snippet injection
510,507,9,Timestamp-Dependency,code snippet injection
511,507,9,Timestamp-Dependency,code snippet injection
512,507,9,Timestamp-Dependency,code snippet injection
232,229,9,Timestamp-Dependency,code snippet injection
233,229,9,Timestamp-Dependency,code snippet injection
234,229,9,Timestamp-Dependency,code snippet injection
225,223,4,Timestamp-Dependency,code snippet injection
218,216,5,Timestamp-Dependency,code snippet injection
219,216,5,Timestamp-Dependency,code snippet injection
