line,loc,length,bug type,approach
12,12,1,Timestamp-Dependency,code snippet injection
10,10,1,Timestamp-Dependency,code snippet injection
8,8,1,Timestamp-Dependency,code snippet injection
219,219,1,Timestamp-Dependency,code snippet injection
213,213,1,Timestamp-Dependency,code snippet injection
204,203,3,Timestamp-Dependency,code snippet injection
194,192,5,Timestamp-Dependency,code snippet injection
195,192,5,Timestamp-Dependency,code snippet injection
179,177,5,Timestamp-Dependency,code snippet injection
180,177,5,Timestamp-Dependency,code snippet injection
168,167,3,Timestamp-Dependency,code snippet injection
153,150,9,Timestamp-Dependency,code snippet injection
154,150,9,Timestamp-Dependency,code snippet injection
155,150,9,Timestamp-Dependency,code snippet injection
123,121,5,Timestamp-Dependency,code snippet injection
124,121,5,Timestamp-Dependency,code snippet injection
94,91,9,Timestamp-Dependency,code snippet injection
95,91,9,Timestamp-Dependency,code snippet injection
96,91,9,Timestamp-Dependency,code snippet injection
66,64,5,Timestamp-Dependency,code snippet injection
67,64,5,Timestamp-Dependency,code snippet injection
55,52,9,Timestamp-Dependency,code snippet injection
56,52,9,Timestamp-Dependency,code snippet injection
57,52,9,Timestamp-Dependency,code snippet injection
49,47,4,Timestamp-Dependency,code snippet injection
44,42,4,Timestamp-Dependency,code snippet injection
38,36,5,Timestamp-Dependency,code snippet injection
39,36,5,Timestamp-Dependency,code snippet injection
32,30,5,Timestamp-Dependency,code snippet injection
33,30,5,Timestamp-Dependency,code snippet injection
23,20,9,Timestamp-Dependency,code snippet injection
24,20,9,Timestamp-Dependency,code snippet injection
25,20,9,Timestamp-Dependency,code snippet injection
17,15,4,Timestamp-Dependency,code snippet injectionw
