line,loc,length,bug type,approach
80,80,1,Timestamp-Dependency,code snippet injection
354,354,1,Timestamp-Dependency,code snippet injection
348,348,1,Timestamp-Dependency,code snippet injection
342,342,1,Timestamp-Dependency,code snippet injection
336,336,1,Timestamp-Dependency,code snippet injection
329,328,3,Timestamp-Dependency,code snippet injection
320,318,5,Timestamp-Dependency,code snippet injection
321,318,5,Timestamp-Dependency,code snippet injection
310,308,5,Timestamp-Dependency,code snippet injection
311,308,5,Timestamp-Dependency,code snippet injection
301,300,3,Timestamp-Dependency,code snippet injection
289,286,9,Timestamp-Dependency,code snippet injection
290,286,9,Timestamp-Dependency,code snippet injection
291,286,9,Timestamp-Dependency,code snippet injection
278,276,5,Timestamp-Dependency,code snippet injection
279,276,5,Timestamp-Dependency,code snippet injection
265,262,9,Timestamp-Dependency,code snippet injection
266,262,9,Timestamp-Dependency,code snippet injection
267,262,9,Timestamp-Dependency,code snippet injection
254,252,5,Timestamp-Dependency,code snippet injection
255,252,5,Timestamp-Dependency,code snippet injection
241,238,9,Timestamp-Dependency,code snippet injection
242,238,9,Timestamp-Dependency,code snippet injection
243,238,9,Timestamp-Dependency,code snippet injection
231,229,4,Timestamp-Dependency,code snippet injection
222,220,4,Timestamp-Dependency,code snippet injection
212,210,5,Timestamp-Dependency,code snippet injection
213,210,5,Timestamp-Dependency,code snippet injection
202,200,5,Timestamp-Dependency,code snippet injection
203,200,5,Timestamp-Dependency,code snippet injection
189,186,9,Timestamp-Dependency,code snippet injection
190,186,9,Timestamp-Dependency,code snippet injection
191,186,9,Timestamp-Dependency,code snippet injection
179,177,4,Timestamp-Dependency,code snippet injection
166,163,9,Timestamp-Dependency,code snippet injection
167,163,9,Timestamp-Dependency,code snippet injection
168,163,9,Timestamp-Dependency,code snippet injection
147,144,9,Timestamp-Dependency,code snippet injection
148,144,9,Timestamp-Dependency,code snippet injection
149,144,9,Timestamp-Dependency,code snippet injection
134,132,4,Timestamp-Dependency,code snippet injection
117,115,5,Timestamp-Dependency,code snippet injection
118,115,5,Timestamp-Dependency,code snippet injection
108,107,3,Timestamp-Dependency,code snippet injection
100,99,3,Timestamp-Dependency,code snippet injection
91,89,5,Timestamp-Dependency,code snippet injection
92,89,5,Timestamp-Dependency,code snippet injection
70,69,3,Timestamp-Dependency,code snippet injection
59,58,3,Timestamp-Dependency,code snippet injection
