line,loc,length,bug type,approach
121,121,1,Timestamp-Dependency,code snippet injection
205,205,1,Timestamp-Dependency,code snippet injection
196,196,1,Timestamp-Dependency,code snippet injection
185,185,1,Timestamp-Dependency,code snippet injection
160,160,1,Timestamp-Dependency,code snippet injection
154,153,3,Timestamp-Dependency,code snippet injection
146,144,5,Timestamp-Dependency,code snippet injection
147,144,5,Timestamp-Dependency,code snippet injection
112,110,5,Timestamp-Dependency,code snippet injection
113,110,5,Timestamp-Dependency,code snippet injection
107,106,3,Timestamp-Dependency,code snippet injection
99,96,9,Timestamp-Dependency,code snippet injection
100,96,9,Timestamp-Dependency,code snippet injection
101,96,9,Timestamp-Dependency,code snippet injection
92,90,5,Timestamp-Dependency,code snippet injection
93,90,5,Timestamp-Dependency,code snippet injection
82,79,9,Timestamp-Dependency,code snippet injection
83,79,9,Timestamp-Dependency,code snippet injection
84,79,9,Timestamp-Dependency,code snippet injection
75,73,5,Timestamp-Dependency,code snippet injection
76,73,5,Timestamp-Dependency,code snippet injection
65,62,9,Timestamp-Dependency,code snippet injection
66,62,9,Timestamp-Dependency,code snippet injection
67,62,9,Timestamp-Dependency,code snippet injection
59,57,4,Timestamp-Dependency,code snippet injection
54,52,4,Timestamp-Dependency,code snippet injection
47,45,5,Timestamp-Dependency,code snippet injection
48,45,5,Timestamp-Dependency,code snippet injection
41,39,5,Timestamp-Dependency,code snippet injection
42,39,5,Timestamp-Dependency,code snippet injection
32,29,9,Timestamp-Dependency,code snippet injection
33,29,9,Timestamp-Dependency,code snippet injection
34,29,9,Timestamp-Dependency,code snippet injection
