line,loc,length,bug type,approach
295,295,1,Timestamp-Dependency,code snippet injection
277,277,1,Timestamp-Dependency,code snippet injection
269,269,1,Timestamp-Dependency,code snippet injection
261,261,1,Timestamp-Dependency,code snippet injection
253,253,1,Timestamp-Dependency,code snippet injection
234,233,3,Timestamp-Dependency,code snippet injection
222,220,5,Timestamp-Dependency,code snippet injection
223,220,5,Timestamp-Dependency,code snippet injection
209,207,5,Timestamp-Dependency,code snippet injection
210,207,5,Timestamp-Dependency,code snippet injection
196,195,3,Timestamp-Dependency,code snippet injection
182,179,9,Timestamp-Dependency,code snippet injection
183,179,9,Timestamp-Dependency,code snippet injection
184,179,9,Timestamp-Dependency,code snippet injection
172,170,5,Timestamp-Dependency,code snippet injection
173,170,5,Timestamp-Dependency,code snippet injection
160,157,9,Timestamp-Dependency,code snippet injection
161,157,9,Timestamp-Dependency,code snippet injection
162,157,9,Timestamp-Dependency,code snippet injection
149,147,5,Timestamp-Dependency,code snippet injection
150,147,5,Timestamp-Dependency,code snippet injection
135,132,9,Timestamp-Dependency,code snippet injection
136,132,9,Timestamp-Dependency,code snippet injection
137,132,9,Timestamp-Dependency,code snippet injection
125,123,4,Timestamp-Dependency,code snippet injection
117,115,4,Timestamp-Dependency,code snippet injection
283,281,5,Timestamp-Dependency,code snippet injection
284,281,5,Timestamp-Dependency,code snippet injection
243,241,5,Timestamp-Dependency,code snippet injection
244,241,5,Timestamp-Dependency,code snippet injection
103,100,9,Timestamp-Dependency,code snippet injection
104,100,9,Timestamp-Dependency,code snippet injection
105,100,9,Timestamp-Dependency,code snippet injection
97,95,4,Timestamp-Dependency,code snippet injection
85,82,9,Timestamp-Dependency,code snippet injection
86,82,9,Timestamp-Dependency,code snippet injection
87,82,9,Timestamp-Dependency,code snippet injection
75,72,9,Timestamp-Dependency,code snippet injection
76,72,9,Timestamp-Dependency,code snippet injection
77,72,9,Timestamp-Dependency,code snippet injection
