line,loc,length,bug type,approach
201,201,1,Timestamp-Dependency,code snippet injection
199,199,1,Timestamp-Dependency,code snippet injection
247,247,1,Timestamp-Dependency,code snippet injection
239,239,1,Timestamp-Dependency,code snippet injection
194,194,1,Timestamp-Dependency,code snippet injection
183,182,3,Timestamp-Dependency,code snippet injection
168,166,5,Timestamp-Dependency,code snippet injection
169,166,5,Timestamp-Dependency,code snippet injection
149,147,5,Timestamp-Dependency,code snippet injection
150,147,5,Timestamp-Dependency,code snippet injection
133,132,3,Timestamp-Dependency,code snippet injection
84,81,9,Timestamp-Dependency,code snippet injection
85,81,9,Timestamp-Dependency,code snippet injection
86,81,9,Timestamp-Dependency,code snippet injection
77,75,5,Timestamp-Dependency,code snippet injection
78,75,5,Timestamp-Dependency,code snippet injection
68,65,9,Timestamp-Dependency,code snippet injection
69,65,9,Timestamp-Dependency,code snippet injection
70,65,9,Timestamp-Dependency,code snippet injection
61,59,5,Timestamp-Dependency,code snippet injection
62,59,5,Timestamp-Dependency,code snippet injection
52,49,9,Timestamp-Dependency,code snippet injection
53,49,9,Timestamp-Dependency,code snippet injection
54,49,9,Timestamp-Dependency,code snippet injection
229,227,4,Timestamp-Dependency,code snippet injection
224,222,4,Timestamp-Dependency,code snippet injection
218,216,5,Timestamp-Dependency,code snippet injection
219,216,5,Timestamp-Dependency,code snippet injection
212,210,5,Timestamp-Dependency,code snippet injection
213,210,5,Timestamp-Dependency,code snippet injection
117,114,9,Timestamp-Dependency,code snippet injection
118,114,9,Timestamp-Dependency,code snippet injection
119,114,9,Timestamp-Dependency,code snippet injection
111,109,4,Timestamp-Dependency,code snippet injection
102,99,9,Timestamp-Dependency,code snippet injection
103,99,9,Timestamp-Dependency,code snippet injection
104,99,9,Timestamp-Dependency,code snippet injection
