line,loc,length,bug type,approach
341,341,1,Timestamp-Dependency,code snippet injection
334,334,1,Timestamp-Dependency,code snippet injection
20,20,1,Timestamp-Dependency,code snippet injection
326,326,1,Timestamp-Dependency,code snippet injection
36,36,1,Timestamp-Dependency,code snippet injection
625,624,3,Timestamp-Dependency,code snippet injection
610,608,5,Timestamp-Dependency,code snippet injection
611,608,5,Timestamp-Dependency,code snippet injection
584,582,5,Timestamp-Dependency,code snippet injection
585,582,5,Timestamp-Dependency,code snippet injection
543,542,3,Timestamp-Dependency,code snippet injection
517,514,9,Timestamp-Dependency,code snippet injection
518,514,9,Timestamp-Dependency,code snippet injection
519,514,9,Timestamp-Dependency,code snippet injection
494,492,5,Timestamp-Dependency,code snippet injection
495,492,5,Timestamp-Dependency,code snippet injection
468,465,9,Timestamp-Dependency,code snippet injection
469,465,9,Timestamp-Dependency,code snippet injection
470,465,9,Timestamp-Dependency,code snippet injection
450,448,5,Timestamp-Dependency,code snippet injection
451,448,5,Timestamp-Dependency,code snippet injection
434,431,9,Timestamp-Dependency,code snippet injection
435,431,9,Timestamp-Dependency,code snippet injection
436,431,9,Timestamp-Dependency,code snippet injection
422,420,4,Timestamp-Dependency,code snippet injection
405,403,4,Timestamp-Dependency,code snippet injection
395,393,5,Timestamp-Dependency,code snippet injection
396,393,5,Timestamp-Dependency,code snippet injection
383,381,5,Timestamp-Dependency,code snippet injection
384,381,5,Timestamp-Dependency,code snippet injection
366,363,9,Timestamp-Dependency,code snippet injection
367,363,9,Timestamp-Dependency,code snippet injection
368,363,9,Timestamp-Dependency,code snippet injection
319,317,4,Timestamp-Dependency,code snippet injection
295,292,9,Timestamp-Dependency,code snippet injection
296,292,9,Timestamp-Dependency,code snippet injection
297,292,9,Timestamp-Dependency,code snippet injection
278,275,9,Timestamp-Dependency,code snippet injection
279,275,9,Timestamp-Dependency,code snippet injection
280,275,9,Timestamp-Dependency,code snippet injection
265,263,4,Timestamp-Dependency,code snippet injection
230,228,5,Timestamp-Dependency,code snippet injection
231,228,5,Timestamp-Dependency,code snippet injection
216,215,3,Timestamp-Dependency,code snippet injection
42,41,3,Timestamp-Dependency,code snippet injection
28,26,5,Timestamp-Dependency,code snippet injection
29,26,5,Timestamp-Dependency,code snippet injection
197,196,3,Timestamp-Dependency,code snippet injection
193,192,3,Timestamp-Dependency,code snippet injection
189,187,4,Timestamp-Dependency,code snippet injection
184,182,3,Timestamp-Dependency,code snippet injection
178,176,5,Timestamp-Dependency,code snippet injection
179,176,5,Timestamp-Dependency,code snippet injection
169,166,9,Timestamp-Dependency,code snippet injection
170,166,9,Timestamp-Dependency,code snippet injection
171,166,9,Timestamp-Dependency,code snippet injection
161,159,4,Timestamp-Dependency,code snippet injection
156,154,4,Timestamp-Dependency,code snippet injection
150,149,3,Timestamp-Dependency,code snippet injection
145,143,4,Timestamp-Dependency,code snippet injection
12,9,9,Timestamp-Dependency,code snippet injection
13,9,9,Timestamp-Dependency,code snippet injection
14,9,9,Timestamp-Dependency,code snippet injection
