line,loc,length,bug type,approach
151,151,1,Timestamp-Dependency,code snippet injection
149,149,1,Timestamp-Dependency,code snippet injection
17,17,1,Timestamp-Dependency,code snippet injection
33,33,1,Timestamp-Dependency,code snippet injection
253,253,1,Timestamp-Dependency,code snippet injection
245,244,3,Timestamp-Dependency,code snippet injection
237,235,5,Timestamp-Dependency,code snippet injection
238,235,5,Timestamp-Dependency,code snippet injection
227,225,5,Timestamp-Dependency,code snippet injection
228,225,5,Timestamp-Dependency,code snippet injection
219,218,3,Timestamp-Dependency,code snippet injection
208,205,9,Timestamp-Dependency,code snippet injection
209,205,9,Timestamp-Dependency,code snippet injection
210,205,9,Timestamp-Dependency,code snippet injection
191,189,5,Timestamp-Dependency,code snippet injection
192,189,5,Timestamp-Dependency,code snippet injection
175,172,9,Timestamp-Dependency,code snippet injection
176,172,9,Timestamp-Dependency,code snippet injection
177,172,9,Timestamp-Dependency,code snippet injection
96,94,5,Timestamp-Dependency,code snippet injection
97,94,5,Timestamp-Dependency,code snippet injection
87,84,9,Timestamp-Dependency,code snippet injection
88,84,9,Timestamp-Dependency,code snippet injection
89,84,9,Timestamp-Dependency,code snippet injection
81,79,4,Timestamp-Dependency,code snippet injection
40,38,4,Timestamp-Dependency,code snippet injection
25,23,5,Timestamp-Dependency,code snippet injection
26,23,5,Timestamp-Dependency,code snippet injection
161,159,5,Timestamp-Dependency,code snippet injection
162,159,5,Timestamp-Dependency,code snippet injection
142,139,9,Timestamp-Dependency,code snippet injection
143,139,9,Timestamp-Dependency,code snippet injection
144,139,9,Timestamp-Dependency,code snippet injection
136,134,4,Timestamp-Dependency,code snippet injection
126,123,9,Timestamp-Dependency,code snippet injection
127,123,9,Timestamp-Dependency,code snippet injection
128,123,9,Timestamp-Dependency,code snippet injection
116,113,9,Timestamp-Dependency,code snippet injection
117,113,9,Timestamp-Dependency,code snippet injection
118,113,9,Timestamp-Dependency,code snippet injection
110,108,4,Timestamp-Dependency,code snippet injection
104,102,5,Timestamp-Dependency,code snippet injection
105,102,5,Timestamp-Dependency,code snippet injection
13,12,3,Timestamp-Dependency,code snippet injection
9,8,3,Timestamp-Dependency,code snippet injection
