line,loc,length,bug type,approach
495,495,1,Timestamp-Dependency,code snippet injection
481,481,1,Timestamp-Dependency,code snippet injection
473,473,1,Timestamp-Dependency,code snippet injection
465,465,1,Timestamp-Dependency,code snippet injection
457,457,1,Timestamp-Dependency,code snippet injection
410,409,3,Timestamp-Dependency,code snippet injection
397,395,5,Timestamp-Dependency,code snippet injection
398,395,5,Timestamp-Dependency,code snippet injection
373,371,5,Timestamp-Dependency,code snippet injection
374,371,5,Timestamp-Dependency,code snippet injection
356,355,3,Timestamp-Dependency,code snippet injection
335,332,9,Timestamp-Dependency,code snippet injection
336,332,9,Timestamp-Dependency,code snippet injection
337,332,9,Timestamp-Dependency,code snippet injection
315,313,5,Timestamp-Dependency,code snippet injection
316,313,5,Timestamp-Dependency,code snippet injection
292,289,9,Timestamp-Dependency,code snippet injection
293,289,9,Timestamp-Dependency,code snippet injection
294,289,9,Timestamp-Dependency,code snippet injection
272,270,5,Timestamp-Dependency,code snippet injection
273,270,5,Timestamp-Dependency,code snippet injection
249,246,9,Timestamp-Dependency,code snippet injection
250,246,9,Timestamp-Dependency,code snippet injection
251,246,9,Timestamp-Dependency,code snippet injection
229,227,4,Timestamp-Dependency,code snippet injection
211,209,4,Timestamp-Dependency,code snippet injection
192,190,5,Timestamp-Dependency,code snippet injection
193,190,5,Timestamp-Dependency,code snippet injection
177,175,5,Timestamp-Dependency,code snippet injection
178,175,5,Timestamp-Dependency,code snippet injection
159,156,9,Timestamp-Dependency,code snippet injection
160,156,9,Timestamp-Dependency,code snippet injection
161,156,9,Timestamp-Dependency,code snippet injection
145,143,4,Timestamp-Dependency,code snippet injection
444,441,9,Timestamp-Dependency,code snippet injection
445,441,9,Timestamp-Dependency,code snippet injection
446,441,9,Timestamp-Dependency,code snippet injection
434,431,9,Timestamp-Dependency,code snippet injection
435,431,9,Timestamp-Dependency,code snippet injection
436,431,9,Timestamp-Dependency,code snippet injection
428,426,4,Timestamp-Dependency,code snippet injection
132,130,5,Timestamp-Dependency,code snippet injection
133,130,5,Timestamp-Dependency,code snippet injection
126,125,3,Timestamp-Dependency,code snippet injection
121,120,3,Timestamp-Dependency,code snippet injection
