line,loc,length,bug type,approach
147,147,1,Timestamp-Dependency,code snippet injection
113,113,1,Timestamp-Dependency,code snippet injection
111,111,1,Timestamp-Dependency,code snippet injection
163,163,1,Timestamp-Dependency,code snippet injection
391,391,1,Timestamp-Dependency,code snippet injection
381,380,3,Timestamp-Dependency,code snippet injection
369,367,5,Timestamp-Dependency,code snippet injection
370,367,5,Timestamp-Dependency,code snippet injection
351,349,5,Timestamp-Dependency,code snippet injection
352,349,5,Timestamp-Dependency,code snippet injection
338,337,3,Timestamp-Dependency,code snippet injection
313,310,9,Timestamp-Dependency,code snippet injection
314,310,9,Timestamp-Dependency,code snippet injection
315,310,9,Timestamp-Dependency,code snippet injection
292,290,5,Timestamp-Dependency,code snippet injection
293,290,5,Timestamp-Dependency,code snippet injection
271,268,9,Timestamp-Dependency,code snippet injection
272,268,9,Timestamp-Dependency,code snippet injection
273,268,9,Timestamp-Dependency,code snippet injection
257,255,5,Timestamp-Dependency,code snippet injection
258,255,5,Timestamp-Dependency,code snippet injection
241,238,9,Timestamp-Dependency,code snippet injection
242,238,9,Timestamp-Dependency,code snippet injection
243,238,9,Timestamp-Dependency,code snippet injection
180,178,4,Timestamp-Dependency,code snippet injection
170,168,4,Timestamp-Dependency,code snippet injection
155,153,5,Timestamp-Dependency,code snippet injection
156,153,5,Timestamp-Dependency,code snippet injection
127,125,5,Timestamp-Dependency,code snippet injection
128,125,5,Timestamp-Dependency,code snippet injection
104,101,9,Timestamp-Dependency,code snippet injection
105,101,9,Timestamp-Dependency,code snippet injection
106,101,9,Timestamp-Dependency,code snippet injection
98,96,4,Timestamp-Dependency,code snippet injection
89,86,9,Timestamp-Dependency,code snippet injection
90,86,9,Timestamp-Dependency,code snippet injection
91,86,9,Timestamp-Dependency,code snippet injection
79,76,9,Timestamp-Dependency,code snippet injection
80,76,9,Timestamp-Dependency,code snippet injection
81,76,9,Timestamp-Dependency,code snippet injection
73,71,4,Timestamp-Dependency,code snippet injection
67,65,5,Timestamp-Dependency,code snippet injection
68,65,5,Timestamp-Dependency,code snippet injection
54,53,3,Timestamp-Dependency,code snippet injection
47,46,3,Timestamp-Dependency,code snippet injection
39,37,5,Timestamp-Dependency,code snippet injection
40,37,5,Timestamp-Dependency,code snippet injection
31,30,3,Timestamp-Dependency,code snippet injection
222,221,3,Timestamp-Dependency,code snippet injection
218,216,4,Timestamp-Dependency,code snippet injection
212,211,3,Timestamp-Dependency,code snippet injection
207,205,5,Timestamp-Dependency,code snippet injection
208,205,5,Timestamp-Dependency,code snippet injection
198,195,9,Timestamp-Dependency,code snippet injection
199,195,9,Timestamp-Dependency,code snippet injection
200,195,9,Timestamp-Dependency,code snippet injection
192,190,4,Timestamp-Dependency,code snippet injection
143,141,4,Timestamp-Dependency,code snippet injection
138,137,3,Timestamp-Dependency,code snippet injection
