block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,19,
2,function,mul,20,27,
3,imaginary,block_3_imag,28,28,
4,function,div,29,32,
5,imaginary,block_5_imag,33,33,
6,function,sub,34,37,
7,imaginary,block_7_imag,38,38,
8,function,add,39,43,
9,imaginary,block_9_imag,44,44,
10,function,ceil,45,49,
11,imaginary,block_11_imag,50,56,54
12,function,setReward_TOD40,57,63,
13,imaginary,block_13_imag,64,64,
14,function,claimReward_TOD40,65,71,
15,imaginary,block_15_imag,72,80,78
16,function,setReward_TOD34,81,87,
17,imaginary,block_17_imag,88,88,
18,function,claimReward_TOD34,89,95,
19,imaginary,block_19_imag,96,103,
20,function,transferOwnership,104,108,
21,imaginary,block_21_imag,109,109,109
22,function,play_TOD21,110,116,
23,imaginary,block_23_imag,117,117,
24,function,getReward_TOD21,118,121,
25,imaginary,block_25_imag,122,139,137
26,function,setReward_TOD10,140,146,
27,imaginary,block_27_imag,147,147,
28,function,claimReward_TOD10,148,154,
29,imaginary,block_29_imag,155,155,
30,function,name,156,158,
31,imaginary,block_31_imag,159,161,159
32,function,setReward_TOD22,162,168,
33,imaginary,block_33_imag,169,169,
34,function,claimReward_TOD22,170,176,
35,imaginary,block_35_imag,177,177,
36,function,symbol,178,180,
37,imaginary,block_37_imag,181,183,181
38,function,setReward_TOD12,184,190,
39,imaginary,block_39_imag,191,191,
40,function,claimReward_TOD12,192,198,
41,imaginary,block_41_imag,199,199,
42,function,decimals,200,202,
43,imaginary,block_43_imag,203,203,203
44,function,play_TOD11,204,210,
45,imaginary,block_45_imag,211,211,
46,function,getReward_TOD11,212,215,
47,imaginary,block_47_imag,216,227,225
48,function,setReward_TOD18,228,234,
49,imaginary,block_49_imag,235,235,
50,function,claimReward_TOD18,236,242,
51,imaginary,block_51_imag,243,244,244
52,function,play_TOD29,245,251,
53,imaginary,block_53_imag,252,252,
54,function,getReward_TOD29,253,256,
55,imaginary,block_55_imag,257,260,258
56,function,setReward_TOD6,261,267,
57,imaginary,block_57_imag,268,268,
58,function,claimReward_TOD6,269,275,
59,imaginary,block_59_imag,276,279,277
60,function,setReward_TOD16,280,286,
61,imaginary,block_61_imag,287,287,
62,function,claimReward_TOD16,288,294,
63,imaginary,block_63_imag,295,298,296
64,function,setReward_TOD24,299,305,
65,imaginary,block_65_imag,306,306,
66,function,claimReward_TOD24,307,313,
67,imaginary,block_67_imag,314,315,315
68,function,play_TOD5,316,322,
69,imaginary,block_69_imag,323,323,
70,function,getReward_TOD5,324,327,
71,imaginary,block_71_imag,328,329,329
72,function,play_TOD33,330,336,
73,imaginary,block_73_imag,337,337,
74,function,getReward_TOD33,338,341,
75,imaginary,block_75_imag,342,343,343
76,function,play_TOD27,344,350,
77,imaginary,block_77_imag,351,351,
78,function,getReward_TOD27,352,355,
79,imaginary,block_79_imag,356,357,357
80,function,play_TOD31,358,364,
81,imaginary,block_81_imag,365,365,
82,function,getReward_TOD31,366,369,
83,imaginary,block_83_imag,370,371,371
84,function,play_TOD13,372,378,
85,imaginary,block_85_imag,379,379,
86,function,getReward_TOD13,380,383,
87,imaginary,block_87_imag,384,387,387
88,function,play_TOD15,388,394,
89,imaginary,block_89_imag,395,395,
90,function,getReward_TOD15,396,399,
91,imaginary,block_91_imag,400,403,401
92,function,setReward_TOD28,404,410,
93,imaginary,block_93_imag,411,411,
94,function,claimReward_TOD28,412,418,
95,imaginary,block_95_imag,419,424,424
96,function,play_TOD1,425,431,
97,imaginary,block_97_imag,432,432,
98,function,getReward_TOD1,433,436,
99,imaginary,block_99_imag,437,437,
100,function,totalSupply,438,440,
101,imaginary,block_101_imag,441,443,441
102,function,setReward_TOD2,444,450,
103,imaginary,block_103_imag,451,451,
104,function,claimReward_TOD2,452,458,
105,imaginary,block_105_imag,459,459,
106,function,balanceOf,460,462,
107,imaginary,block_107_imag,463,463,463
108,function,play_TOD17,464,470,
109,imaginary,block_109_imag,471,471,
110,function,getReward_TOD17,472,475,
111,imaginary,block_111_imag,476,476,
112,function,allowance,477,479,
113,imaginary,block_113_imag,480,480,480
114,function,play_TOD37,481,487,
115,imaginary,block_115_imag,488,488,
116,function,getReward_TOD37,489,492,
117,imaginary,block_117_imag,493,493,
118,function,findOnePercent,494,498,
119,imaginary,block_119_imag,499,499,499
120,function,play_TOD3,500,506,
121,imaginary,block_121_imag,507,507,
122,function,getReward_TOD3,508,511,
123,function,findDPPercent,512,516,
124,imaginary,block_124_imag,517,517,517
125,function,play_TOD9,518,524,
126,imaginary,block_126_imag,525,525,
127,function,getReward_TOD9,526,529,
128,imaginary,block_128_imag,530,530,
129,function,transfer,531,586,
130,imaginary,block_130_imag,587,587,587
131,function,play_TOD25,588,594,
132,imaginary,block_132_imag,595,595,
133,function,getReward_TOD25,596,599,
134,imaginary,block_134_imag,600,600,
135,function,multiTransfer,601,605,
136,imaginary,block_136_imag,606,606,606
137,function,play_TOD19,607,613,
138,imaginary,block_138_imag,614,614,
139,function,getReward_TOD19,615,618,
140,imaginary,block_140_imag,619,619,
141,function,approve,620,625,
142,imaginary,block_142_imag,626,628,626
143,function,setReward_TOD26,629,635,
144,imaginary,block_144_imag,636,636,
145,function,claimReward_TOD26,637,643,
146,imaginary,block_146_imag,644,644,
147,function,transferFrom,645,699,
148,imaginary,block_148_imag,700,702,700
149,function,setReward_TOD20,703,709,
150,imaginary,block_150_imag,710,710,
151,function,claimReward_TOD20,711,717,
152,imaginary,block_152_imag,718,718,
153,function,increaseAllowance,719,724,
154,imaginary,block_154_imag,725,727,725
155,function,setReward_TOD32,728,734,
156,imaginary,block_156_imag,735,735,
157,function,claimReward_TOD32,736,742,
158,imaginary,block_158_imag,743,743,
159,function,decreaseAllowance,744,749,
160,imaginary,block_160_imag,750,752,750
161,function,setReward_TOD38,753,759,
162,imaginary,block_162_imag,760,760,
163,function,claimReward_TOD38,761,767,
164,imaginary,block_164_imag,768,768,
165,function,_mint,769,773,
166,imaginary,block_166_imag,774,776,774
167,function,setReward_TOD4,777,783,
168,imaginary,block_168_imag,784,784,
169,function,claimReward_TOD4,785,791,
170,imaginary,block_170_imag,792,792,
171,function,burn,793,795,
172,imaginary,block_172_imag,796,796,796
173,function,play_TOD7,797,803,
174,imaginary,block_174_imag,804,804,
175,function,getReward_TOD7,805,808,
176,imaginary,block_176_imag,809,809,
177,function,_burn,810,816,
178,imaginary,block_178_imag,817,817,817
179,function,play_TOD23,818,824,
180,imaginary,block_180_imag,825,825,
181,function,getReward_TOD23,826,829,
182,imaginary,block_182_imag,830,830,
183,function,burnFrom,831,835,
184,imaginary,block_184_imag,836,838,836
185,function,setReward_TOD14,839,845,
186,imaginary,block_186_imag,846,846,
187,function,claimReward_TOD14,847,853,
188,imaginary,block_188_imag,854,854,
189,function,NewDanPanAddress,855,859,
190,imaginary,block_190_imag,860,862,860
191,function,setReward_TOD30,863,869,
192,imaginary,block_192_imag,870,870,
193,function,claimReward_TOD30,871,877,
194,imaginary,block_194_imag,878,878,
195,function,NewDanPanPercent,879,882,
196,imaginary,block_196_imag,883,885,883
197,function,setReward_TOD8,886,892,
198,imaginary,block_198_imag,893,893,
199,function,claimReward_TOD8,894,900,
200,imaginary,block_200_imag,901,901,
201,function,_isWhitelisted,902,905,
202,imaginary,block_202_imag,906,906,906
203,function,play_TOD39,907,913,
204,imaginary,block_204_imag,914,914,
205,function,getReward_TOD39,915,918,
206,imaginary,block_206_imag,919,919,
207,function,setWhitelistedTo,920,923,
208,imaginary,block_208_imag,924,926,924
209,function,setReward_TOD36,927,933,
210,imaginary,block_210_imag,934,934,
211,function,claimReward_TOD36,935,941,
212,imaginary,block_212_imag,942,942,
213,function,setWhitelistedFrom,943,946,
214,imaginary,block_214_imag,947,947,947
215,function,play_TOD35,948,954,
216,imaginary,block_216_imag,955,955,
217,function,getReward_TOD35,956,959,
218,imaginary,block_218_imag,960,960,
