block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,46,
2,function,add,47,52,
3,imaginary,block_3_imag,53,62,
4,function,sub,63,68,
5,imaginary,block_5_imag,69,78,
6,function,mul,79,91,
7,imaginary,block_7_imag,92,96,
8,function,uses,97,111,
9,imaginary,block_9_imag,112,116,
10,function,uses,117,127,
11,imaginary,block_11_imag,128,136,136
12,function,play_TOD15,137,143,
13,imaginary,block_13_imag,144,144,
14,function,getReward_TOD15,145,148,
15,imaginary,block_15_imag,149,152,150
16,function,setReward_TOD28,153,159,
17,imaginary,block_17_imag,160,160,
18,function,claimReward_TOD28,161,167,
19,imaginary,block_19_imag,168,173,171
20,function,setReward_TOD36,174,180,
21,imaginary,block_21_imag,181,181,
22,function,claimReward_TOD36,182,188,
23,imaginary,block_23_imag,189,194,194
24,function,play_TOD1,195,201,
25,imaginary,block_25_imag,202,202,
26,function,getReward_TOD1,203,206,
27,imaginary,block_27_imag,207,213,
28,function,onlyOwnerTransferOwnership,214,216,
29,imaginary,block_29_imag,217,219,217
30,function,setReward_TOD2,220,226,
31,imaginary,block_31_imag,227,227,
32,function,claimReward_TOD2,228,234,
33,imaginary,block_33_imag,235,236,
34,function,acceptOwnership,237,242,
35,imaginary,block_35_imag,243,243,243
36,function,play_TOD17,244,250,
37,imaginary,block_37_imag,251,251,
38,function,getReward_TOD17,252,255,
39,imaginary,block_39_imag,256,271,269
40,function,setReward_TOD34,272,278,
41,imaginary,block_41_imag,279,279,
42,function,claimReward_TOD34,280,286,
43,imaginary,block_43_imag,287,288,288
44,function,play_TOD21,289,295,
45,imaginary,block_45_imag,296,296,
46,function,getReward_TOD21,297,300,
47,imaginary,block_47_imag,301,304,302
48,function,setReward_TOD10,305,311,
49,imaginary,block_49_imag,312,312,
50,function,claimReward_TOD10,313,319,
51,imaginary,block_51_imag,320,324,322
52,function,setReward_TOD22,325,331,
53,imaginary,block_53_imag,332,332,
54,function,claimReward_TOD22,333,339,
55,imaginary,block_55_imag,340,343,341
56,function,setReward_TOD12,344,350,
57,imaginary,block_57_imag,351,351,
58,function,claimReward_TOD12,352,358,
59,imaginary,block_59_imag,359,360,360
60,function,play_TOD11,361,367,
61,imaginary,block_61_imag,368,368,
62,function,getReward_TOD11,369,372,
63,imaginary,block_63_imag,373,375,375
64,function,play_TOD35,376,382,
65,imaginary,block_65_imag,383,383,
66,function,getReward_TOD35,384,387,
67,imaginary,block_67_imag,388,391,389
68,function,setReward_TOD40,392,398,
69,imaginary,block_69_imag,399,399,
70,function,claimReward_TOD40,400,406,
71,imaginary,block_71_imag,407,408,408
72,function,play_TOD33,409,415,
73,imaginary,block_73_imag,416,416,
74,function,getReward_TOD33,417,420,
75,imaginary,block_75_imag,421,422,422
76,function,play_TOD27,423,429,
77,imaginary,block_77_imag,430,430,
78,function,getReward_TOD27,431,434,
79,imaginary,block_79_imag,435,436,436
80,function,play_TOD31,437,443,
81,imaginary,block_81_imag,444,444,
82,function,getReward_TOD31,445,448,
83,imaginary,block_83_imag,449,450,450
84,function,play_TOD13,451,457,
85,imaginary,block_85_imag,458,458,
86,function,getReward_TOD13,459,462,
87,imaginary,block_87_imag,463,470,470
88,function,play_TOD37,471,477,
89,imaginary,block_89_imag,478,478,
90,function,getReward_TOD37,479,482,
91,imaginary,block_91_imag,483,483,
92,function,changeSafeguardStatus,484,494,
93,imaginary,block_93_imag,495,495,495
94,function,play_TOD3,496,502,
95,imaginary,block_95_imag,503,503,
96,function,getReward_TOD3,504,507,
97,imaginary,block_97_imag,508,509,
98,function,calculatePercentage,510,516,
99,imaginary,block_99_imag,517,517,517
100,function,play_TOD9,518,524,
101,imaginary,block_101_imag,525,525,
102,function,getReward_TOD9,526,529,
103,imaginary,block_103_imag,530,534,
104,function,function_at_535,535,535,
105,imaginary,block_105_imag,536,537,
106,function,changeFeeAccount,538,540,
107,imaginary,block_107_imag,541,541,541
108,function,play_TOD25,542,548,
109,imaginary,block_109_imag,549,549,
110,function,getReward_TOD25,550,553,
111,imaginary,block_111_imag,554,554,
112,function,changetradingFee,555,558,
113,imaginary,block_113_imag,559,559,559
114,function,play_TOD19,560,566,
115,imaginary,block_115_imag,567,567,
116,function,getReward_TOD19,568,571,
117,imaginary,block_117_imag,572,572,
118,function,availableTradingFeeOwner,573,576,
119,imaginary,block_119_imag,577,579,577
120,function,setReward_TOD26,580,586,
121,imaginary,block_121_imag,587,587,
122,function,claimReward_TOD26,588,594,
123,imaginary,block_123_imag,595,595,
124,function,withdrawTradingFeeOwner,596,606,
125,imaginary,block_125_imag,607,609,607
126,function,setReward_TOD20,610,616,
127,imaginary,block_127_imag,617,617,
128,function,claimReward_TOD20,618,624,
129,imaginary,block_129_imag,625,625,
130,function,deposit,626,629,
131,imaginary,block_131_imag,630,632,630
132,function,setReward_TOD32,633,639,
133,imaginary,block_133_imag,640,640,
134,function,claimReward_TOD32,641,647,
135,imaginary,block_135_imag,648,648,
136,function,withdraw,649,655,
137,imaginary,block_137_imag,656,658,656
138,function,setReward_TOD38,659,665,
139,imaginary,block_139_imag,666,666,
140,function,claimReward_TOD38,667,673,
141,imaginary,block_141_imag,674,674,
142,function,depositToken,675,681,
143,imaginary,block_143_imag,682,684,682
144,function,setReward_TOD4,685,691,
145,imaginary,block_145_imag,692,692,
146,function,claimReward_TOD4,693,699,
147,imaginary,block_147_imag,700,700,
148,function,withdrawToken,701,708,
149,imaginary,block_149_imag,709,709,709
150,function,play_TOD7,710,716,
151,imaginary,block_151_imag,717,717,
152,function,getReward_TOD7,718,721,
153,imaginary,block_153_imag,722,722,
154,function,balanceOf,723,725,
155,imaginary,block_155_imag,726,726,726
156,function,play_TOD23,727,733,
157,imaginary,block_157_imag,734,734,
158,function,getReward_TOD23,735,738,
159,imaginary,block_159_imag,739,739,
160,function,order,740,744,
161,imaginary,block_161_imag,745,747,745
162,function,setReward_TOD14,748,754,
163,imaginary,block_163_imag,755,755,
164,function,claimReward_TOD14,756,762,
165,imaginary,block_165_imag,763,763,
166,function,trade,764,776,
