line,loc,length,bug type,approach
22,21,3,Unhandled-Exceptions,code snippet injection
18,14,6,Unhandled-Exceptions,code snippet injection
10,8,5,Unhandled-Exceptions,code snippet injection
249,248,2,Unhandled-Exceptions,code snippet injection
241,237,6,Unhandled-Exceptions,code snippet injection
223,221,9,Unhandled-Exceptions,code snippet injection
212,206,9,Unhandled-Exceptions,code snippet injection
194,193,3,Unhandled-Exceptions,code snippet injection
187,186,3,Unhandled-Exceptions,code snippet injection
178,177,2,Unhandled-Exceptions,code snippet injection
166,160,9,Unhandled-Exceptions,code snippet injection
131,128,8,Unhandled-Exceptions,code snippet injection
105,104,3,Unhandled-Exceptions,code snippet injection
80,79,3,Unhandled-Exceptions,code snippet injection
73,71,5,Unhandled-Exceptions,code snippet injection
63,61,9,Unhandled-Exceptions,code snippet injection
56,54,5,Unhandled-Exceptions,code snippet injection
51,50,3,Unhandled-Exceptions,code snippet injection
46,40,9,Unhandled-Exceptions,code snippet injection
36,30,9,Unhandled-Exceptions,code snippet injection
27,26,3,Unhandled-Exceptions,code snippet injection
