line,loc,length,bug type,approach
227,226,3,Unhandled-Exceptions,code snippet injection
223,219,6,Unhandled-Exceptions,code snippet injection
215,213,5,Unhandled-Exceptions,code snippet injection
211,210,2,Unhandled-Exceptions,code snippet injection
61,57,6,Unhandled-Exceptions,code snippet injection
561,559,9,Unhandled-Exceptions,code snippet injection
551,545,9,Unhandled-Exceptions,code snippet injection
538,537,3,Unhandled-Exceptions,code snippet injection
530,529,3,Unhandled-Exceptions,code snippet injection
523,522,2,Unhandled-Exceptions,code snippet injection
513,507,9,Unhandled-Exceptions,code snippet injection
496,493,8,Unhandled-Exceptions,code snippet injection
483,482,3,Unhandled-Exceptions,code snippet injection
476,475,3,Unhandled-Exceptions,code snippet injection
466,464,5,Unhandled-Exceptions,code snippet injection
450,448,9,Unhandled-Exceptions,code snippet injection
438,436,5,Unhandled-Exceptions,code snippet injection
378,377,3,Unhandled-Exceptions,code snippet injection
367,361,9,Unhandled-Exceptions,code snippet injection
352,346,9,Unhandled-Exceptions,code snippet injection
287,286,3,Unhandled-Exceptions,code snippet injection
278,276,5,Unhandled-Exceptions,code snippet injection
268,267,3,Unhandled-Exceptions,code snippet injection
261,257,6,Unhandled-Exceptions,code snippet injection
252,251,2,Unhandled-Exceptions,code snippet injection
245,244,3,Unhandled-Exceptions,code snippet injection
152,151,3,Unhandled-Exceptions,code snippet injection
145,144,3,Unhandled-Exceptions,code snippet injection
137,135,5,Unhandled-Exceptions,code snippet injection
129,128,3,Unhandled-Exceptions,code snippet injection
88,85,8,Unhandled-Exceptions,code snippet injection
70,69,3,Unhandled-Exceptions,code snippet injection
237,236,3,Unhandled-Exceptions,code snippet injection
233,232,3,Unhandled-Exceptions,code snippet injection
207,206,3,Unhandled-Exceptions,code snippet injection
202,200,5,Unhandled-Exceptions,code snippet injection
197,196,3,Unhandled-Exceptions,code snippet injection
192,190,5,Unhandled-Exceptions,code snippet injection
187,183,6,Unhandled-Exceptions,code snippet injection
179,177,5,Unhandled-Exceptions,code snippet injection
169,167,9,Unhandled-Exceptions,code snippet injection
164,163,2,Unhandled-Exceptions,code snippet injection
160,159,3,Unhandled-Exceptions,code snippet injection
119,118,3,Unhandled-Exceptions,code snippet injection
110,108,9,Unhandled-Exceptions,code snippet injection
102,99,8,Unhandled-Exceptions,code snippet injection
54,53,3,Unhandled-Exceptions,code snippet injection
