line,loc,length,bug type,approach
155,154,3,Unhandled-Exceptions,code snippet injection
151,147,6,Unhandled-Exceptions,code snippet injection
21,19,5,Unhandled-Exceptions,code snippet injection
262,261,2,Unhandled-Exceptions,code snippet injection
253,249,6,Unhandled-Exceptions,code snippet injection
238,236,9,Unhandled-Exceptions,code snippet injection
228,222,9,Unhandled-Exceptions,code snippet injection
216,215,3,Unhandled-Exceptions,code snippet injection
209,208,3,Unhandled-Exceptions,code snippet injection
196,195,2,Unhandled-Exceptions,code snippet injection
183,177,9,Unhandled-Exceptions,code snippet injection
100,97,8,Unhandled-Exceptions,code snippet injection
94,93,3,Unhandled-Exceptions,code snippet injection
90,89,3,Unhandled-Exceptions,code snippet injection
49,47,5,Unhandled-Exceptions,code snippet injection
31,29,9,Unhandled-Exceptions,code snippet injection
166,164,5,Unhandled-Exceptions,code snippet injection
144,143,3,Unhandled-Exceptions,code snippet injection
139,133,9,Unhandled-Exceptions,code snippet injection
128,122,9,Unhandled-Exceptions,code snippet injection
119,118,3,Unhandled-Exceptions,code snippet injection
114,112,5,Unhandled-Exceptions,code snippet injection
109,108,3,Unhandled-Exceptions,code snippet injection
15,11,6,Unhandled-Exceptions,code snippet injection
9,8,2,Unhandled-Exceptions,code snippet injection
