line,loc,length,bug type,approach
207,206,3,Unhandled-Exceptions,code snippet injection
203,199,6,Unhandled-Exceptions,code snippet injection
261,259,5,Unhandled-Exceptions,code snippet injection
251,250,2,Unhandled-Exceptions,code snippet injection
193,189,6,Unhandled-Exceptions,code snippet injection
173,171,9,Unhandled-Exceptions,code snippet injection
157,151,9,Unhandled-Exceptions,code snippet injection
135,134,3,Unhandled-Exceptions,code snippet injection
120,119,3,Unhandled-Exceptions,code snippet injection
77,76,2,Unhandled-Exceptions,code snippet injection
72,66,9,Unhandled-Exceptions,code snippet injection
60,57,8,Unhandled-Exceptions,code snippet injection
54,53,3,Unhandled-Exceptions,code snippet injection
50,49,3,Unhandled-Exceptions,code snippet injection
239,237,5,Unhandled-Exceptions,code snippet injection
229,227,9,Unhandled-Exceptions,code snippet injection
223,221,5,Unhandled-Exceptions,code snippet injection
218,217,3,Unhandled-Exceptions,code snippet injection
107,101,9,Unhandled-Exceptions,code snippet injection
97,91,9,Unhandled-Exceptions,code snippet injection
88,87,3,Unhandled-Exceptions,code snippet injection
