line,loc,length,bug type,approach
269,268,3,Unhandled-Exceptions,code snippet injection
265,261,6,Unhandled-Exceptions,code snippet injection
257,255,5,Unhandled-Exceptions,code snippet injection
253,252,2,Unhandled-Exceptions,code snippet injection
249,245,6,Unhandled-Exceptions,code snippet injection
237,235,9,Unhandled-Exceptions,code snippet injection
152,146,9,Unhandled-Exceptions,code snippet injection
505,504,3,Unhandled-Exceptions,code snippet injection
483,482,3,Unhandled-Exceptions,code snippet injection
472,471,2,Unhandled-Exceptions,code snippet injection
443,437,9,Unhandled-Exceptions,code snippet injection
426,423,8,Unhandled-Exceptions,code snippet injection
417,416,3,Unhandled-Exceptions,code snippet injection
405,404,3,Unhandled-Exceptions,code snippet injection
393,391,5,Unhandled-Exceptions,code snippet injection
376,374,9,Unhandled-Exceptions,code snippet injection
366,364,5,Unhandled-Exceptions,code snippet injection
350,349,3,Unhandled-Exceptions,code snippet injection
341,335,9,Unhandled-Exceptions,code snippet injection
327,321,9,Unhandled-Exceptions,code snippet injection
308,307,3,Unhandled-Exceptions,code snippet injection
295,293,5,Unhandled-Exceptions,code snippet injection
279,278,3,Unhandled-Exceptions,code snippet injection
187,183,6,Unhandled-Exceptions,code snippet injection
174,173,2,Unhandled-Exceptions,code snippet injection
161,160,3,Unhandled-Exceptions,code snippet injection
231,230,3,Unhandled-Exceptions,code snippet injection
227,226,3,Unhandled-Exceptions,code snippet injection
222,220,5,Unhandled-Exceptions,code snippet injection
216,215,3,Unhandled-Exceptions,code snippet injection
209,206,8,Unhandled-Exceptions,code snippet injection
203,202,3,Unhandled-Exceptions,code snippet injection
141,140,3,Unhandled-Exceptions,code snippet injection
137,136,3,Unhandled-Exceptions,code snippet injection
