line,loc,length,bug type,approach
303,302,3,Unhandled-Exceptions,code snippet injection
116,112,6,Unhandled-Exceptions,code snippet injection
106,104,5,Unhandled-Exceptions,code snippet injection
100,99,2,Unhandled-Exceptions,code snippet injection
22,18,6,Unhandled-Exceptions,code snippet injection
402,400,9,Unhandled-Exceptions,code snippet injection
388,382,9,Unhandled-Exceptions,code snippet injection
374,373,3,Unhandled-Exceptions,code snippet injection
363,362,3,Unhandled-Exceptions,code snippet injection
353,352,2,Unhandled-Exceptions,code snippet injection
339,333,9,Unhandled-Exceptions,code snippet injection
316,313,8,Unhandled-Exceptions,code snippet injection
272,271,3,Unhandled-Exceptions,code snippet injection
251,250,3,Unhandled-Exceptions,code snippet injection
228,226,5,Unhandled-Exceptions,code snippet injection
204,202,9,Unhandled-Exceptions,code snippet injection
183,181,5,Unhandled-Exceptions,code snippet injection
166,165,3,Unhandled-Exceptions,code snippet injection
141,135,9,Unhandled-Exceptions,code snippet injection
61,55,9,Unhandled-Exceptions,code snippet injection
35,34,3,Unhandled-Exceptions,code snippet injection
296,294,5,Unhandled-Exceptions,code snippet injection
290,289,3,Unhandled-Exceptions,code snippet injection
286,282,6,Unhandled-Exceptions,code snippet injection
95,94,2,Unhandled-Exceptions,code snippet injection
91,90,3,Unhandled-Exceptions,code snippet injection
85,84,3,Unhandled-Exceptions,code snippet injection
80,79,3,Unhandled-Exceptions,code snippet injection
75,73,5,Unhandled-Exceptions,code snippet injection
70,69,3,Unhandled-Exceptions,code snippet injection
11,8,8,Unhandled-Exceptions,code snippet injection
