line,loc,length,bug type,approach
137,136,3,Unhandled-Exceptions,code snippet injection
99,95,6,Unhandled-Exceptions,code snippet injection
91,89,5,Unhandled-Exceptions,code snippet injection
393,392,2,Unhandled-Exceptions,code snippet injection
382,378,6,Unhandled-Exceptions,code snippet injection
358,356,9,Unhandled-Exceptions,code snippet injection
344,338,9,Unhandled-Exceptions,code snippet injection
318,317,3,Unhandled-Exceptions,code snippet injection
300,299,3,Unhandled-Exceptions,code snippet injection
287,286,2,Unhandled-Exceptions,code snippet injection
276,270,9,Unhandled-Exceptions,code snippet injection
252,249,8,Unhandled-Exceptions,code snippet injection
239,238,3,Unhandled-Exceptions,code snippet injection
228,227,3,Unhandled-Exceptions,code snippet injection
175,173,5,Unhandled-Exceptions,code snippet injection
160,158,9,Unhandled-Exceptions,code snippet injection
146,144,5,Unhandled-Exceptions,code snippet injection
113,112,3,Unhandled-Exceptions,code snippet injection
85,79,9,Unhandled-Exceptions,code snippet injection
75,69,9,Unhandled-Exceptions,code snippet injection
66,65,3,Unhandled-Exceptions,code snippet injection
61,59,5,Unhandled-Exceptions,code snippet injection
56,55,3,Unhandled-Exceptions,code snippet injection
52,48,6,Unhandled-Exceptions,code snippet injection
212,211,2,Unhandled-Exceptions,code snippet injection
208,207,3,Unhandled-Exceptions,code snippet injection
203,202,3,Unhandled-Exceptions,code snippet injection
199,198,3,Unhandled-Exceptions,code snippet injection
194,192,5,Unhandled-Exceptions,code snippet injection
189,188,3,Unhandled-Exceptions,code snippet injection
129,126,8,Unhandled-Exceptions,code snippet injection
123,122,3,Unhandled-Exceptions,code snippet injection
