line,loc,length,bug type,approach
161,160,3,Unhandled-Exceptions,code snippet injection
132,128,6,Unhandled-Exceptions,code snippet injection
122,120,5,Unhandled-Exceptions,code snippet injection
459,458,2,Unhandled-Exceptions,code snippet injection
449,445,6,Unhandled-Exceptions,code snippet injection
434,432,9,Unhandled-Exceptions,code snippet injection
416,410,9,Unhandled-Exceptions,code snippet injection
403,402,3,Unhandled-Exceptions,code snippet injection
397,396,3,Unhandled-Exceptions,code snippet injection
391,390,2,Unhandled-Exceptions,code snippet injection
383,377,9,Unhandled-Exceptions,code snippet injection
367,364,8,Unhandled-Exceptions,code snippet injection
358,357,3,Unhandled-Exceptions,code snippet injection
351,350,3,Unhandled-Exceptions,code snippet injection
342,340,5,Unhandled-Exceptions,code snippet injection
327,325,9,Unhandled-Exceptions,code snippet injection
277,275,5,Unhandled-Exceptions,code snippet injection
254,253,3,Unhandled-Exceptions,code snippet injection
246,240,9,Unhandled-Exceptions,code snippet injection
210,204,9,Unhandled-Exceptions,code snippet injection
156,154,5,Unhandled-Exceptions,code snippet injection
151,150,3,Unhandled-Exceptions,code snippet injection
144,140,6,Unhandled-Exceptions,code snippet injection
121,120,2,Unhandled-Exceptions,code snippet injection
117,116,3,Unhandled-Exceptions,code snippet injection
113,112,3,Unhandled-Exceptions,code snippet injection
109,108,3,Unhandled-Exceptions,code snippet injection
104,102,5,Unhandled-Exceptions,code snippet injection
99,98,3,Unhandled-Exceptions,code snippet injection
313,310,8,Unhandled-Exceptions,code snippet injection
306,305,3,Unhandled-Exceptions,code snippet injection
298,297,3,Unhandled-Exceptions,code snippet injection
294,293,3,Unhandled-Exceptions,code snippet injection
290,289,3,Unhandled-Exceptions,code snippet injection
265,263,5,Unhandled-Exceptions,code snippet injection
175,174,3,Unhandled-Exceptions,code snippet injection
