line,loc,length,bug type,approach
65,64,3,Unhandled-Exceptions,code snippet injection
60,56,6,Unhandled-Exceptions,code snippet injection
302,300,5,Unhandled-Exceptions,code snippet injection
294,293,2,Unhandled-Exceptions,code snippet injection
273,269,6,Unhandled-Exceptions,code snippet injection
243,241,9,Unhandled-Exceptions,code snippet injection
228,222,9,Unhandled-Exceptions,code snippet injection
215,214,3,Unhandled-Exceptions,code snippet injection
207,206,3,Unhandled-Exceptions,code snippet injection
196,195,2,Unhandled-Exceptions,code snippet injection
186,180,9,Unhandled-Exceptions,code snippet injection
169,166,8,Unhandled-Exceptions,code snippet injection
159,158,3,Unhandled-Exceptions,code snippet injection
151,150,3,Unhandled-Exceptions,code snippet injection
142,140,5,Unhandled-Exceptions,code snippet injection
126,124,9,Unhandled-Exceptions,code snippet injection
116,114,5,Unhandled-Exceptions,code snippet injection
105,104,3,Unhandled-Exceptions,code snippet injection
89,83,9,Unhandled-Exceptions,code snippet injection
51,45,9,Unhandled-Exceptions,code snippet injection
41,40,3,Unhandled-Exceptions,code snippet injection
29,27,5,Unhandled-Exceptions,code snippet injection
23,22,3,Unhandled-Exceptions,code snippet injection
18,14,6,Unhandled-Exceptions,code snippet injection
11,10,2,Unhandled-Exceptions,code snippet injection
