line,loc,length,bug type,approach
595,594,3,Unhandled-Exceptions,code snippet injection
586,582,6,Unhandled-Exceptions,code snippet injection
563,561,5,Unhandled-Exceptions,code snippet injection
552,551,2,Unhandled-Exceptions,code snippet injection
542,538,6,Unhandled-Exceptions,code snippet injection
490,488,9,Unhandled-Exceptions,code snippet injection
474,468,9,Unhandled-Exceptions,code snippet injection
445,444,3,Unhandled-Exceptions,code snippet injection
423,422,3,Unhandled-Exceptions,code snippet injection
404,403,2,Unhandled-Exceptions,code snippet injection
377,371,9,Unhandled-Exceptions,code snippet injection
347,344,8,Unhandled-Exceptions,code snippet injection
325,324,3,Unhandled-Exceptions,code snippet injection
304,303,3,Unhandled-Exceptions,code snippet injection
288,286,5,Unhandled-Exceptions,code snippet injection
272,270,9,Unhandled-Exceptions,code snippet injection
254,252,5,Unhandled-Exceptions,code snippet injection
243,242,3,Unhandled-Exceptions,code snippet injection
523,517,9,Unhandled-Exceptions,code snippet injection
513,507,9,Unhandled-Exceptions,code snippet injection
504,503,3,Unhandled-Exceptions,code snippet injection
231,229,5,Unhandled-Exceptions,code snippet injection
225,224,3,Unhandled-Exceptions,code snippet injection
220,216,6,Unhandled-Exceptions,code snippet injection
