line,loc,length,bug type,approach
306,305,3,Unhandled-Exceptions,code snippet injection
286,282,6,Unhandled-Exceptions,code snippet injection
272,270,5,Unhandled-Exceptions,code snippet injection
262,261,2,Unhandled-Exceptions,code snippet injection
252,248,6,Unhandled-Exceptions,code snippet injection
226,224,9,Unhandled-Exceptions,code snippet injection
213,207,9,Unhandled-Exceptions,code snippet injection
197,196,3,Unhandled-Exceptions,code snippet injection
185,184,3,Unhandled-Exceptions,code snippet injection
176,175,2,Unhandled-Exceptions,code snippet injection
16,162,9,Unhandled-Exceptions,code snippet injection
153,150,8,Unhandled-Exceptions,code snippet injection
143,142,3,Unhandled-Exceptions,code snippet injection
134,133,3,Unhandled-Exceptions,code snippet injection
125,123,5,Unhandled-Exceptions,code snippet injection
112,110,9,Unhandled-Exceptions,code snippet injection
293,291,5,Unhandled-Exceptions,code snippet injection
239,238,3,Unhandled-Exceptions,code snippet injection
101,95,9,Unhandled-Exceptions,code snippet injection
91,85,9,Unhandled-Exceptions,code snippet injection
79,78,3,Unhandled-Exceptions,code snippet injection
74,72,5,Unhandled-Exceptions,code snippet injection
