line,loc,length,bug type,approach
338,337,3,Unhandled-Exceptions,code snippet injection
329,325,6,Unhandled-Exceptions,code snippet injection
18,16,5,Unhandled-Exceptions,code snippet injection
620,619,2,Unhandled-Exceptions,code snippet injection
606,602,6,Unhandled-Exceptions,code snippet injection
574,572,9,Unhandled-Exceptions,code snippet injection
532,526,9,Unhandled-Exceptions,code snippet injection
505,504,3,Unhandled-Exceptions,code snippet injection
485,484,3,Unhandled-Exceptions,code snippet injection
465,464,2,Unhandled-Exceptions,code snippet injection
449,443,9,Unhandled-Exceptions,code snippet injection
430,427,8,Unhandled-Exceptions,code snippet injection
418,417,3,Unhandled-Exceptions,code snippet injection
402,401,3,Unhandled-Exceptions,code snippet injection
393,391,5,Unhandled-Exceptions,code snippet injection
377,375,9,Unhandled-Exceptions,code snippet injection
363,361,5,Unhandled-Exceptions,code snippet injection
311,310,3,Unhandled-Exceptions,code snippet injection
291,285,9,Unhandled-Exceptions,code snippet injection
274,268,9,Unhandled-Exceptions,code snippet injection
258,257,3,Unhandled-Exceptions,code snippet injection
224,222,5,Unhandled-Exceptions,code snippet injection
210,209,3,Unhandled-Exceptions,code snippet injection
41,37,6,Unhandled-Exceptions,code snippet injection
27,26,2,Unhandled-Exceptions,code snippet injection
191,190,3,Unhandled-Exceptions,code snippet injection
187,186,3,Unhandled-Exceptions,code snippet injection
183,182,3,Unhandled-Exceptions,code snippet injection
177,175,5,Unhandled-Exceptions,code snippet injection
172,171,3,Unhandled-Exceptions,code snippet injection
165,162,8,Unhandled-Exceptions,code snippet injection
157,156,3,Unhandled-Exceptions,code snippet injection
153,152,3,Unhandled-Exceptions,code snippet injection
148,147,3,Unhandled-Exceptions,code snippet injection
143,142,3,Unhandled-Exceptions,code snippet injection
11,9,5,Unhandled-Exceptions,code snippet injection
