line,loc,length,bug type,approach
69,68,3,Unhandled-Exceptions,code snippet injection
36,32,6,Unhandled-Exceptions,code snippet injection
110,108,5,Unhandled-Exceptions,code snippet injection
93,92,2,Unhandled-Exceptions,code snippet injection
65,61,6,Unhandled-Exceptions,code snippet injection
46,44,9,Unhandled-Exceptions,code snippet injection
79,73,9,Unhandled-Exceptions,code snippet injection
27,26,3,Unhandled-Exceptions,code snippet injection
23,22,3,Unhandled-Exceptions,code snippet injection
20,19,2,Unhandled-Exceptions,code snippet injection
14,8,9,Unhandled-Exceptions,code snippet injection
