line,loc,length,bug type,approach
212,211,3,Unhandled-Exceptions,code snippet injection
201,197,6,Unhandled-Exceptions,code snippet injection
184,182,5,Unhandled-Exceptions,code snippet injection
157,156,2,Unhandled-Exceptions,code snippet injection
150,146,6,Unhandled-Exceptions,code snippet injection
135,133,9,Unhandled-Exceptions,code snippet injection
102,96,9,Unhandled-Exceptions,code snippet injection
93,92,3,Unhandled-Exceptions,code snippet injection
89,88,3,Unhandled-Exceptions,code snippet injection
86,85,2,Unhandled-Exceptions,code snippet injection
80,74,9,Unhandled-Exceptions,code snippet injection
68,65,8,Unhandled-Exceptions,code snippet injection
61,60,3,Unhandled-Exceptions,code snippet injection
57,56,3,Unhandled-Exceptions,code snippet injection
52,50,5,Unhandled-Exceptions,code snippet injection
41,39,9,Unhandled-Exceptions,code snippet injection
35,33,5,Unhandled-Exceptions,code snippet injection
30,29,3,Unhandled-Exceptions,code snippet injection
