line,loc,length,bug type,approach
67,66,3,Unhandled-Exceptions,code snippet injection
486,482,6,Unhandled-Exceptions,code snippet injection
475,473,5,Unhandled-Exceptions,code snippet injection
467,466,2,Unhandled-Exceptions,code snippet injection
451,447,6,Unhandled-Exceptions,code snippet injection
293,291,9,Unhandled-Exceptions,code snippet injection
276,270,9,Unhandled-Exceptions,code snippet injection
250,249,3,Unhandled-Exceptions,code snippet injection
225,224,3,Unhandled-Exceptions,code snippet injection
212,211,2,Unhandled-Exceptions,code snippet injection
201,195,9,Unhandled-Exceptions,code snippet injection
182,179,8,Unhandled-Exceptions,code snippet injection
121,120,3,Unhandled-Exceptions,code snippet injection
28,27,3,Unhandled-Exceptions,code snippet injection
23,21,5,Unhandled-Exceptions,code snippet injection
13,11,9,Unhandled-Exceptions,code snippet injection
7,5,5,Unhandled-Exceptions,code snippet injection
165,164,3,Unhandled-Exceptions,code snippet injection
159,153,9,Unhandled-Exceptions,code snippet injection
148,142,9,Unhandled-Exceptions,code snippet injection
138,137,3,Unhandled-Exceptions,code snippet injection
132,130,5,Unhandled-Exceptions,code snippet injection
126,125,3,Unhandled-Exceptions,code snippet injection
89,85,6,Unhandled-Exceptions,code snippet injection
82,81,2,Unhandled-Exceptions,code snippet injection
77,76,3,Unhandled-Exceptions,code snippet injection
72,71,3,Unhandled-Exceptions,code snippet injection
