line,loc,length,bug type,approach
981,980,3,Unhandled-Exceptions,code snippet injection
967,963,6,Unhandled-Exceptions,code snippet injection
923,921,5,Unhandled-Exceptions,code snippet injection
913,912,2,Unhandled-Exceptions,code snippet injection
859,855,6,Unhandled-Exceptions,code snippet injection
827,825,9,Unhandled-Exceptions,code snippet injection
801,795,9,Unhandled-Exceptions,code snippet injection
772,771,3,Unhandled-Exceptions,code snippet injection
764,763,3,Unhandled-Exceptions,code snippet injection
744,743,2,Unhandled-Exceptions,code snippet injection
730,724,9,Unhandled-Exceptions,code snippet injection
710,707,8,Unhandled-Exceptions,code snippet injection
696,695,3,Unhandled-Exceptions,code snippet injection
670,669,3,Unhandled-Exceptions,code snippet injection
645,643,5,Unhandled-Exceptions,code snippet injection
577,575,9,Unhandled-Exceptions,code snippet injection
563,561,5,Unhandled-Exceptions,code snippet injection
550,549,3,Unhandled-Exceptions,code snippet injection
537,531,9,Unhandled-Exceptions,code snippet injection
514,508,9,Unhandled-Exceptions,code snippet injection
474,473,3,Unhandled-Exceptions,code snippet injection
442,440,5,Unhandled-Exceptions,code snippet injection
425,424,3,Unhandled-Exceptions,code snippet injection
418,414,6,Unhandled-Exceptions,code snippet injection
403,402,2,Unhandled-Exceptions,code snippet injection
376,375,3,Unhandled-Exceptions,code snippet injection
363,362,3,Unhandled-Exceptions,code snippet injection
341,340,3,Unhandled-Exceptions,code snippet injection
336,334,5,Unhandled-Exceptions,code snippet injection
331,330,3,Unhandled-Exceptions,code snippet injection
324,321,8,Unhandled-Exceptions,code snippet injection
318,317,3,Unhandled-Exceptions,code snippet injection
313,312,3,Unhandled-Exceptions,code snippet injection
309,308,3,Unhandled-Exceptions,code snippet injection
305,304,3,Unhandled-Exceptions,code snippet injection
300,298,5,Unhandled-Exceptions,code snippet injection
295,294,3,Unhandled-Exceptions,code snippet injection
290,288,5,Unhandled-Exceptions,code snippet injection
285,281,6,Unhandled-Exceptions,code snippet injection
277,275,5,Unhandled-Exceptions,code snippet injection
267,265,9,Unhandled-Exceptions,code snippet injection
263,262,2,Unhandled-Exceptions,code snippet injection
258,257,3,Unhandled-Exceptions,code snippet injection
252,251,3,Unhandled-Exceptions,code snippet injection
241,239,9,Unhandled-Exceptions,code snippet injection
233,230,8,Unhandled-Exceptions,code snippet injection
227,226,3,Unhandled-Exceptions,code snippet injection
220,217,8,Unhandled-Exceptions,code snippet injection
