line,loc,length,bug type,approach
153,152,3,Unhandled-Exceptions,code snippet injection
147,143,6,Unhandled-Exceptions,code snippet injection
137,135,5,Unhandled-Exceptions,code snippet injection
380,379,2,Unhandled-Exceptions,code snippet injection
368,364,6,Unhandled-Exceptions,code snippet injection
343,341,9,Unhandled-Exceptions,code snippet injection
322,316,9,Unhandled-Exceptions,code snippet injection
300,299,3,Unhandled-Exceptions,code snippet injection
283,282,3,Unhandled-Exceptions,code snippet injection
267,266,2,Unhandled-Exceptions,code snippet injection
249,243,9,Unhandled-Exceptions,code snippet injection
228,225,8,Unhandled-Exceptions,code snippet injection
213,212,3,Unhandled-Exceptions,code snippet injection
201,200,3,Unhandled-Exceptions,code snippet injection
190,188,5,Unhandled-Exceptions,code snippet injection
68,66,9,Unhandled-Exceptions,code snippet injection
129,127,5,Unhandled-Exceptions,code snippet injection
124,123,3,Unhandled-Exceptions,code snippet injection
117,111,9,Unhandled-Exceptions,code snippet injection
107,101,9,Unhandled-Exceptions,code snippet injection
97,96,3,Unhandled-Exceptions,code snippet injection
92,90,5,Unhandled-Exceptions,code snippet injection
87,86,3,Unhandled-Exceptions,code snippet injection
59,55,6,Unhandled-Exceptions,code snippet injection
