line,loc,length,bug type,approach
250,249,3,Unhandled-Exceptions,code snippet injection
106,102,6,Unhandled-Exceptions,code snippet injection
294,292,5,Unhandled-Exceptions,code snippet injection
285,284,2,Unhandled-Exceptions,code snippet injection
262,258,6,Unhandled-Exceptions,code snippet injection
210,208,9,Unhandled-Exceptions,code snippet injection
179,173,9,Unhandled-Exceptions,code snippet injection
162,161,3,Unhandled-Exceptions,code snippet injection
151,150,3,Unhandled-Exceptions,code snippet injection
134,133,2,Unhandled-Exceptions,code snippet injection
123,117,9,Unhandled-Exceptions,code snippet injection
242,239,8,Unhandled-Exceptions,code snippet injection
236,235,3,Unhandled-Exceptions,code snippet injection
199,198,3,Unhandled-Exceptions,code snippet injection
97,95,5,Unhandled-Exceptions,code snippet injection
