loc,length,bug type,approach
5,5,Unhandled-Exceptions,code snippet injection
11,9,Unhandled-Exceptions,code snippet injection
21,5,Unhandled-Exceptions,code snippet injection
27,3,Unhandled-Exceptions,code snippet injection
66,3,Unhandled-Exceptions,code snippet injection
71,3,Unhandled-Exceptions,code snippet injection
76,3,Unhandled-Exceptions,code snippet injection
81,2,Unhandled-Exceptions,code snippet injection
87,4,Unhandled-Exceptions,code snippet injection
120,3,Unhandled-Exceptions,code snippet injection
125,3,Unhandled-Exceptions,code snippet injection
130,5,Unhandled-Exceptions,code snippet injection
137,3,Unhandled-Exceptions,code snippet injection
146,5,Unhandled-Exceptions,code snippet injection
157,5,Unhandled-Exceptions,code snippet injection
164,3,Unhandled-Exceptions,code snippet injection
179,8,Unhandled-Exceptions,code snippet injection
199,5,Unhandled-Exceptions,code snippet injection
211,2,Unhandled-Exceptions,code snippet injection
224,3,Unhandled-Exceptions,code snippet injection
249,3,Unhandled-Exceptions,code snippet injection
274,5,Unhandled-Exceptions,code snippet injection
291,9,Unhandled-Exceptions,code snippet injection
449,4,Unhandled-Exceptions,code snippet injection
466,2,Unhandled-Exceptions,code snippet injection
473,5,Unhandled-Exceptions,code snippet injection
482,4,Unhandled-Exceptions,code snippet injection
