line,loc,length,bug type,approach
148,147,3,Unhandled-Exceptions,code snippet injection
113,109,6,Unhandled-Exceptions,code snippet injection
105,103,5,Unhandled-Exceptions,code snippet injection
393,392,2,Unhandled-Exceptions,code snippet injection
382,378,6,Unhandled-Exceptions,code snippet injection
363,361,9,Unhandled-Exceptions,code snippet injection
345,339,9,Unhandled-Exceptions,code snippet injection
328,327,3,Unhandled-Exceptions,code snippet injection
307,306,3,Unhandled-Exceptions,code snippet injection
290,289,2,Unhandled-Exceptions,code snippet injection
273,267,9,Unhandled-Exceptions,code snippet injection
254,251,8,Unhandled-Exceptions,code snippet injection
241,240,3,Unhandled-Exceptions,code snippet injection
185,184,3,Unhandled-Exceptions,code snippet injection
175,173,5,Unhandled-Exceptions,code snippet injection
157,155,9,Unhandled-Exceptions,code snippet injection
128,126,5,Unhandled-Exceptions,code snippet injection
100,99,3,Unhandled-Exceptions,code snippet injection
95,89,9,Unhandled-Exceptions,code snippet injection
85,79,9,Unhandled-Exceptions,code snippet injection
76,75,3,Unhandled-Exceptions,code snippet injection
71,69,5,Unhandled-Exceptions,code snippet injection
66,65,3,Unhandled-Exceptions,code snippet injection
54,50,6,Unhandled-Exceptions,code snippet injection
45,44,2,Unhandled-Exceptions,code snippet injection
38,37,3,Unhandled-Exceptions,code snippet injection
31,30,3,Unhandled-Exceptions,code snippet injection
224,223,3,Unhandled-Exceptions,code snippet injection
219,217,5,Unhandled-Exceptions,code snippet injection
213,212,3,Unhandled-Exceptions,code snippet injection
206,203,8,Unhandled-Exceptions,code snippet injection
200,199,3,Unhandled-Exceptions,code snippet injection
196,195,3,Unhandled-Exceptions,code snippet injection
143,142,3,Unhandled-Exceptions,code snippet injection
139,138,3,Unhandled-Exceptions,code snippet injection
