line,loc,length,bug type,approach
505,504,3,Unhandled-Exceptions,code snippet injection
489,485,6,Unhandled-Exceptions,code snippet injection
475,473,5,Unhandled-Exceptions,code snippet injection
465,464,2,Unhandled-Exceptions,code snippet injection
455,451,6,Unhandled-Exceptions,code snippet injection
410,408,9,Unhandled-Exceptions,code snippet injection
396,390,9,Unhandled-Exceptions,code snippet injection
369,368,3,Unhandled-Exceptions,code snippet injection
353,352,3,Unhandled-Exceptions,code snippet injection
337,336,2,Unhandled-Exceptions,code snippet injection
319,313,9,Unhandled-Exceptions,code snippet injection
293,290,8,Unhandled-Exceptions,code snippet injection
274,273,3,Unhandled-Exceptions,code snippet injection
256,255,3,Unhandled-Exceptions,code snippet injection
237,235,5,Unhandled-Exceptions,code snippet injection
214,212,9,Unhandled-Exceptions,code snippet injection
195,193,5,Unhandled-Exceptions,code snippet injection
181,180,3,Unhandled-Exceptions,code snippet injection
167,161,9,Unhandled-Exceptions,code snippet injection
149,143,9,Unhandled-Exceptions,code snippet injection
442,441,3,Unhandled-Exceptions,code snippet injection
437,435,5,Unhandled-Exceptions,code snippet injection
432,431,3,Unhandled-Exceptions,code snippet injection
133,129,6,Unhandled-Exceptions,code snippet injection
126,125,2,Unhandled-Exceptions,code snippet injection
121,120,3,Unhandled-Exceptions,code snippet injection
