line,loc,length,bug type,approach
252,251,3,Unhandled-Exceptions,code snippet injection
248,244,6,Unhandled-Exceptions,code snippet injection
240,238,5,Unhandled-Exceptions,code snippet injection
57,56,2,Unhandled-Exceptions,code snippet injection
53,49,6,Unhandled-Exceptions,code snippet injection
41,39,9,Unhandled-Exceptions,code snippet injection
35,29,9,Unhandled-Exceptions,code snippet injection
322,321,3,Unhandled-Exceptions,code snippet injection
309,308,3,Unhandled-Exceptions,code snippet injection
293,292,2,Unhandled-Exceptions,code snippet injection
279,273,9,Unhandled-Exceptions,code snippet injection
263,260,8,Unhandled-Exceptions,code snippet injection
223,222,3,Unhandled-Exceptions,code snippet injection
214,213,3,Unhandled-Exceptions,code snippet injection
204,202,5,Unhandled-Exceptions,code snippet injection
188,186,9,Unhandled-Exceptions,code snippet injection
176,174,5,Unhandled-Exceptions,code snippet injection
167,166,3,Unhandled-Exceptions,code snippet injection
158,152,9,Unhandled-Exceptions,code snippet injection
144,138,9,Unhandled-Exceptions,code snippet injection
131,130,3,Unhandled-Exceptions,code snippet injection
122,120,5,Unhandled-Exceptions,code snippet injection
113,112,3,Unhandled-Exceptions,code snippet injection
87,83,6,Unhandled-Exceptions,code snippet injection
77,76,2,Unhandled-Exceptions,code snippet injection
69,68,3,Unhandled-Exceptions,code snippet injection
234,233,3,Unhandled-Exceptions,code snippet injection
230,229,3,Unhandled-Exceptions,code snippet injection
24,22,5,Unhandled-Exceptions,code snippet injection
19,18,3,Unhandled-Exceptions,code snippet injection
12,9,8,Unhandled-Exceptions,code snippet injection
