line,loc,length,bug type,approach
861,860,3,Unhandled-Exceptions,code snippet injection
855,851,6,Unhandled-Exceptions,code snippet injection
782,780,5,Unhandled-Exceptions,code snippet injection
778,777,2,Unhandled-Exceptions,code snippet injection
701,697,6,Unhandled-Exceptions,code snippet injection
689,687,9,Unhandled-Exceptions,code snippet injection
948,942,9,Unhandled-Exceptions,code snippet injection
935,934,3,Unhandled-Exceptions,code snippet injection
920,919,3,Unhandled-Exceptions,code snippet injection
912,911,2,Unhandled-Exceptions,code snippet injection
890,884,9,Unhandled-Exceptions,code snippet injection
874,871,8,Unhandled-Exceptions,code snippet injection
845,844,3,Unhandled-Exceptions,code snippet injection
837,836,3,Unhandled-Exceptions,code snippet injection
828,826,5,Unhandled-Exceptions,code snippet injection
815,813,9,Unhandled-Exceptions,code snippet injection
806,804,5,Unhandled-Exceptions,code snippet injection
793,792,3,Unhandled-Exceptions,code snippet injection
769,763,9,Unhandled-Exceptions,code snippet injection
755,749,9,Unhandled-Exceptions,code snippet injection
742,741,3,Unhandled-Exceptions,code snippet injection
734,732,5,Unhandled-Exceptions,code snippet injection
726,725,3,Unhandled-Exceptions,code snippet injection
714,710,6,Unhandled-Exceptions,code snippet injection
657,656,2,Unhandled-Exceptions,code snippet injection
634,633,3,Unhandled-Exceptions,code snippet injection
614,613,3,Unhandled-Exceptions,code snippet injection
601,600,3,Unhandled-Exceptions,code snippet injection
580,578,5,Unhandled-Exceptions,code snippet injection
554,553,3,Unhandled-Exceptions,code snippet injection
526,523,8,Unhandled-Exceptions,code snippet injection
499,498,3,Unhandled-Exceptions,code snippet injection
479,478,3,Unhandled-Exceptions,code snippet injection
469,468,3,Unhandled-Exceptions,code snippet injection
461,460,3,Unhandled-Exceptions,code snippet injection
451,449,5,Unhandled-Exceptions,code snippet injection
433,432,3,Unhandled-Exceptions,code snippet injection
424,422,5,Unhandled-Exceptions,code snippet injection
407,403,6,Unhandled-Exceptions,code snippet injection
387,385,5,Unhandled-Exceptions,code snippet injection
368,366,9,Unhandled-Exceptions,code snippet injection
360,359,2,Unhandled-Exceptions,code snippet injection
342,341,3,Unhandled-Exceptions,code snippet injection
334,333,3,Unhandled-Exceptions,code snippet injection
321,319,9,Unhandled-Exceptions,code snippet injection
309,306,8,Unhandled-Exceptions,code snippet injection
299,298,3,Unhandled-Exceptions,code snippet injection
288,285,8,Unhandled-Exceptions,code snippet injection
