line,loc,length,bug type,approach
454,453,3,Unhandled-Exceptions,code snippet injection
450,446,6,Unhandled-Exceptions,code snippet injection
442,440,5,Unhandled-Exceptions,code snippet injection
108,107,2,Unhandled-Exceptions,code snippet injection
97,93,6,Unhandled-Exceptions,code snippet injection
85,83,9,Unhandled-Exceptions,code snippet injection
436,430,9,Unhandled-Exceptions,code snippet injection
422,421,3,Unhandled-Exceptions,code snippet injection
412,411,3,Unhandled-Exceptions,code snippet injection
402,401,2,Unhandled-Exceptions,code snippet injection
393,387,9,Unhandled-Exceptions,code snippet injection
376,373,8,Unhandled-Exceptions,code snippet injection
367,366,3,Unhandled-Exceptions,code snippet injection
348,347,3,Unhandled-Exceptions,code snippet injection
337,335,5,Unhandled-Exceptions,code snippet injection
323,321,9,Unhandled-Exceptions,code snippet injection
314,312,5,Unhandled-Exceptions,code snippet injection
296,295,3,Unhandled-Exceptions,code snippet injection
287,281,9,Unhandled-Exceptions,code snippet injection
274,268,9,Unhandled-Exceptions,code snippet injection
257,256,3,Unhandled-Exceptions,code snippet injection
238,236,5,Unhandled-Exceptions,code snippet injection
230,229,3,Unhandled-Exceptions,code snippet injection
222,218,6,Unhandled-Exceptions,code snippet injection
213,212,2,Unhandled-Exceptions,code snippet injection
140,139,3,Unhandled-Exceptions,code snippet injection
119,118,3,Unhandled-Exceptions,code snippet injection
80,79,3,Unhandled-Exceptions,code snippet injection
75,73,5,Unhandled-Exceptions,code snippet injection
70,69,3,Unhandled-Exceptions,code snippet injection
63,60,8,Unhandled-Exceptions,code snippet injection
57,56,3,Unhandled-Exceptions,code snippet injection
53,52,3,Unhandled-Exceptions,code snippet injection
196,195,3,Unhandled-Exceptions,code snippet injection
191,190,3,Unhandled-Exceptions,code snippet injection
185,183,5,Unhandled-Exceptions,code snippet injection
180,179,3,Unhandled-Exceptions,code snippet injection
175,173,5,Unhandled-Exceptions,code snippet injection
170,166,6,Unhandled-Exceptions,code snippet injection
161,159,5,Unhandled-Exceptions,code snippet injection
151,149,9,Unhandled-Exceptions,code snippet injection
105,104,2,Unhandled-Exceptions,code snippet injection
