line,loc,length,bug type,approach
359,358,3,Unhandled-Exceptions,code snippet injection
351,347,6,Unhandled-Exceptions,code snippet injection
339,337,5,Unhandled-Exceptions,code snippet injection
331,330,2,Unhandled-Exceptions,code snippet injection
323,319,6,Unhandled-Exceptions,code snippet injection
307,305,9,Unhandled-Exceptions,code snippet injection
297,291,9,Unhandled-Exceptions,code snippet injection
284,283,3,Unhandled-Exceptions,code snippet injection
276,275,3,Unhandled-Exceptions,code snippet injection
269,268,2,Unhandled-Exceptions,code snippet injection
260,254,9,Unhandled-Exceptions,code snippet injection
244,241,8,Unhandled-Exceptions,code snippet injection
234,233,3,Unhandled-Exceptions,code snippet injection
226,225,3,Unhandled-Exceptions,code snippet injection
217,215,5,Unhandled-Exceptions,code snippet injection
203,201,9,Unhandled-Exceptions,code snippet injection
193,191,5,Unhandled-Exceptions,code snippet injection
184,183,3,Unhandled-Exceptions,code snippet injection
175,169,9,Unhandled-Exceptions,code snippet injection
161,155,9,Unhandled-Exceptions,code snippet injection
143,142,3,Unhandled-Exceptions,code snippet injection
131,129,5,Unhandled-Exceptions,code snippet injection
115,114,3,Unhandled-Exceptions,code snippet injection
107,103,6,Unhandled-Exceptions,code snippet injection
97,96,2,Unhandled-Exceptions,code snippet injection
89,88,3,Unhandled-Exceptions,code snippet injection
70,69,3,Unhandled-Exceptions,code snippet injection
59,58,3,Unhandled-Exceptions,code snippet injection
